TPS,Espacement,Densite,id plante,id talle,topologie,nb_feuille_emergees,Biomasse_feuilles_emergees,Surface_feuilles_emergees
57.0,50.0,400,1,1,"(0,)",2,0.00028251459482116654,17.404474575498018
57.0,50.0,400,2,1,"(0,)",2,0.0002949474255020853,17.944474576382536
57.0,50.0,400,3,1,"(0,)",2,0.00028251459482116654,17.404474575498018
57.0,50.0,400,4,1,"(0,)",2,0.0003086966260352137,18.640428427583625
58.0,50.0,400,1,1,"(0,)",2,0.0003072138900968209,18.840088465242545
58.0,50.0,400,2,1,"(0,)",2,0.0003214990053623048,19.597173232145654
58.0,50.0,400,3,1,"(0,)",2,0.0003072138900968209,18.840088465242545
58.0,50.0,400,4,1,"(0,)",2,0.0003373995913092497,20.441994919602074
59.0,50.0,400,1,1,"(0,)",2,0.0003337501424293885,20.52135739032949
59.0,50.0,400,2,1,"(0,)",2,0.0003500815427335275,21.416801557028563
59.0,50.0,400,3,1,"(0,)",2,0.0003337501424293885,20.52135739032949
59.0,50.0,400,4,1,"(0,)",2,0.00036835992816278536,22.442104194278745
60.0,50.0,400,1,1,"(0,)",2,0.0003622157531143357,22.45489505597486
60.0,50.0,400,2,1,"(0,)",2,0.00038079541512995067,23.415015120194955
60.0,50.0,400,3,1,"(0,)",2,0.0003622157531143357,22.45489505597486
60.0,50.0,400,4,1,"(0,)",2,0.00040168561840760815,24.548433150326957
61.0,50.0,400,1,1,"(0,)",2,0.00039270561865545605,24.48503363138068
61.0,50.0,400,2,1,"(0,)",2,0.00041374289721753723,25.603650219527523
61.0,50.0,400,3,1,"(0,)",2,0.00039270561865545605,24.48503363138068
61.0,50.0,400,4,1,"(0,)",2,0.0004374852673353086,26.929577626647237
62.0,50.0,400,1,1,"(0,)",2,0.0004253169611216202,26.70726976400672
62.0,50.0,400,2,1,"(0,)",2,0.0004490278077299998,28.099702698684517
62.0,50.0,400,3,1,"(0,)",2,0.0004253169611216202,26.70726976400672
62.0,50.0,400,4,1,"(0,)",2,0.00047586741493865314,29.62805767221263
63.0,50.0,400,1,1,"(0,)",2,0.00046014910680844265,29.02161192065166
63.0,50.0,400,2,1,"(0,)",2,0.00048675506692181066,30.652284361037886
63.0,50.0,400,3,1,"(0,)",2,0.00046014910680844265,29.02161192065166
63.0,50.0,400,4,1,"(0,)",2,0.0005169396912889795,32.41688249641129
64.0,50.0,400,1,1,"(0,)",2,0.0004973032041438955,31.60321094342645
64.0,50.0,400,2,1,"(0,)",2,0.0005270301495637101,33.52187676100001
64.0,50.0,400,3,1,"(0,)",2,0.0004973032041438955,31.60321094342645
64.0,50.0,400,4,1,"(0,)",2,0.0005608077911766939,35.55376851514991
65.0,50.0,400,1,1,"(0,)",2,0.0005368818706266712,34.50205714031386
65.0,50.0,400,2,1,"(0,)",2,0.000569958416747798,36.62769548619791
65.0,50.0,400,3,1,"(0,)",2,0.0005368818706266712,34.50205714031386
65.0,50.0,400,4,1,"(0,)",2,0.0006075742406178874,38.83000965809316
66.0,50.0,400,1,1,"(0,)",2,0.0005789887573506293,37.46868299406044
66.0,50.0,400,2,1,"(0,)",2,0.0006156443079512988,39.876894791455925
66.0,50.0,400,3,1,"(0,)",2,0.0005789887573506293,37.46868299406044
66.0,50.0,400,4,1,"(0,)",2,0.0006573369253627425,42.462090451539055
67.0,50.0,400,1,1,"(0,)",2,0.0006237280183538859,40.77417555015378
67.0,50.0,400,2,1,"(0,)",2,0.0006641903729424357,43.46201182855749
67.0,50.0,400,3,1,"(0,)",2,0.0006237280183538859,40.77417555015378
67.0,50.0,400,4,1,"(0,)",2,0.0007101873492219656,46.23923543367647
68.0,50.0,400,1,1,"(0,)",2,0.0006712036706487758,44.21434018206094
68.0,50.0,400,2,1,"(0,)",2,0.0007156961212457003,47.19211609868539
68.0,50.0,400,3,1,"(0,)",2,0.0006712036706487758,44.21434018206094
68.0,50.0,400,4,1,"(0,)",2,0.0007662085880061417,50.25109815918758
69.0,50.0,400,1,1,"(0,)",2,0.0007215188293586155,47.98106282936695
69.0,50.0,400,2,1,"(0,)",2,0.0007702566650836258,51.15221312502811
69.0,50.0,400,3,1,"(0,)",2,0.0007215188293586155,47.98106282936695
69.0,50.0,400,4,1,"(0,)",2,0.0008254729033478116,54.598291794241945
70.0,50.0,400,1,1,"(0,)",2,0.000774774800937714,51.90006426690326
70.0,50.0,400,2,1,"(0,)",2,0.0008279611300669738,55.473118459987475
70.0,50.0,400,3,1,"(0,)",2,0.000774774800937714,51.90006426690326
70.0,50.0,400,4,1,"(0,)",2,0.0008880389799009567,59.06288763891551
71.0,50.0,400,1,1,"(0,)",2,0.0008310700160224853,56.13905555487682
71.0,50.0,400,2,1,"(0,)",2,0.0008888908065319906,59.910304660612304
71.0,50.0,400,3,1,"(0,)",2,0.0008310700160224853,56.13905555487682
71.0,50.0,400,4,1,"(0,)",2,0.0009539487497066883,63.73316747471252
72.0,50.0,400,1,1,"(0,)",2,0.0008904987821081595,60.51753262994519
72.0,50.0,400,2,1,"(0,)",2,0.0009531170134715868,64.57056401944382
72.0,50.0,400,3,1,"(0,)",2,0.0008904987821081595,60.51753262994519
72.0,50.0,400,4,1,"(0,)",2,0.0010232237692701773,68.58737139866119
73.0,50.0,400,1,1,"(0,)",2,0.0009531498350379839,65.12848440458218
73.0,50.0,400,2,1,"(0,)",2,0.0010206986466645444,69.43812478005417
73.0,50.0,400,3,1,"(0,)",2,0.0009531498350379839,65.12848440458218
73.0,50.0,400,4,1,"(0,)",2,0.0010958611185866312,73.54770571033325
74.0,50.0,400,1,1,"(0,)",2,0.001019104667320659,69.96047848663325
74.0,50.0,400,2,1,"(0,)",2,0.0010916793831040688,74.46826208632496
74.0,50.0,400,3,1,"(0,)",2,0.001019104667320659,69.96047848663325
74.0,50.0,400,4,1,"(0,)",2,0.0011718287975438896,78.69399392866595
75.0,50.0,400,1,1,"(0,)",2,0.0010884356106705736,74.99877953165831
75.0,50.0,400,2,1,"(0,)",2,0.0011660845154436493,79.70129513510389
75.0,50.0,400,3,1,"(0,)",2,0.0010884356106705736,74.99877953165831
75.0,50.0,400,4,1,"(0,)",2,0.0012510606044635946,83.93552562282535
76.0,50.0,400,1,1,"(0,)",2,0.001161203650034146,80.17694964530904
76.0,50.0,400,2,1,"(0,)",2,0.0012439173932458838,85.07388851873641
76.0,50.0,400,3,1,"(0,)",2,0.001161203650034146,80.17694964530904
76.0,50.0,400,4,1,"(0,)",2,0.0013315690608343088,89.1305514033524
77.0,50.0,400,1,1,"(0,)",2,0.0012374559468940882,85.58839195176364
77.0,50.0,400,2,1,"(0,)",2,0.0013244063122691235,90.50936018400097
77.0,50.0,400,3,1,"(0,)",2,0.0012374559468940882,85.58839195176364
77.0,50.0,400,4,1,"(0,)",2,0.0014128783741796495,94.22237582855254
78.0,50.0,400,1,1,"(0,)",2,0.0013172230510340545,91.15095503170723
78.0,50.0,400,2,1,"(0,)",2,0.0014056765397648253,95.86713770699083
78.0,50.0,400,3,1,"(0,)",2,0.0013172230510340545,91.15095503170723
78.0,50.0,400,4,1,"(0,)",2,0.0014949275970046658,99.15650504650795
79.0,50.0,400,1,1,"(0,)",2,0.0013981237897060953,96.69290973557277
79.0,50.0,400,2,1,"(0,)",2,0.001487667400271464,101.19424920090184
79.0,50.0,400,3,1,"(0,)",2,0.0013981237897060953,96.69290973557277
79.0,50.0,400,4,1,"(0,)",2,0.0015776532828969425,103.96162326627045
80.0,50.0,400,1,1,"(0,)",2,0.001479725047253351,102.16139726588575
80.0,50.0,400,2,1,"(0,)",2,0.0015703157692317751,106.32465824411456
80.0,50.0,400,3,1,"(0,)",2,0.001479725047253351,102.16139726588575
80.0,50.0,400,4,1,"(0,)",2,0.0016613198483917187,108.68524413223008
81.0,50.0,400,1,1,"(0,)",2,0.0015623705701485122,107.57116750676744
81.0,50.0,400,2,1,"(0,)",2,0.0016539747022312936,111.2427733037076
81.0,50.0,400,3,1,"(0,)",2,0.0015623705701485122,107.57116750676744
81.0,50.0,400,4,1,"(0,)",2,0.0017455301746086903,113.15848516749026
82.0,50.0,400,1,1,"(0,)",2,0.0016456083361030222,112.883080748057
82.0,50.0,400,2,1,"(0,)",2,0.0017381779875575863,116.13607831182053
82.0,50.0,400,3,1,"(0,)",2,0.0016456083361030222,112.883080748057
82.0,50.0,400,4,1,"(0,)",2,0.0018306547620873163,117.44927451934193
83.0,50.0,400,1,1,"(0,)",2,0.0017293709764164287,118.08724982108072
83.0,50.0,400,2,1,"(0,)",2,0.0018228556780760744,120.8951607471212
83.0,50.0,400,3,1,"(0,)",2,0.0017293709764164287,118.08724982108072
83.0,50.0,400,4,1,"(0,)",2,0.0019165333057368956,121.65951832763363
84.0,50.0,400,1,1,"(0,)",2,0.0018143593762780037,123.18913453695461
84.0,50.0,400,2,1,"(0,)",2,0.0019087184604045207,125.57459491679269
84.0,50.0,400,3,1,"(0,)",2,0.0018143593762780037,123.18913453695461
84.0,50.0,400,4,1,"(0,)",2,0.002003093866192915,125.73754765820193
85.0,50.0,400,1,1,"(0,)",2,0.0019002003669379994,128.11088465543477
85.0,50.0,400,2,1,"(0,)",2,0.001995391094836144,130.0344166132382
85.0,50.0,400,3,1,"(0,)",2,0.0019002003669379994,128.11088465543477
85.0,50.0,400,4,1,"(0,)",2,0.0020907348199680604,129.56537911831973
86.0,50.0,400,1,1,"(0,)",2,0.0019868510509587264,132.91494227258315
86.0,50.0,400,2,1,"(0,)",2,0.0020826944426462174,134.3317972985496
86.0,50.0,400,3,1,"(0,)",2,0.0019868510509587264,132.91494227258315
86.0,50.0,400,4,1,"(0,)",2,0.0021792656560016607,129.5176122956013
87.0,50.0,400,1,1,"(0,)",2,0.0020741360040258685,137.67251803202578
87.0,50.0,400,2,1,"(0,)",2,0.002171034033713436,138.5751892281216
