temp_vern_min,temp_vern_inter,temp_vern_max,coeff_primordia_emission_vegetative,derivationLength,option_tallage,option_senescence,option_floraison,cutting_height,cutting_end,HCOUP,meteo_filename,cutting_dates,PS_compensation_point,leaf_primary_induction_coeff,leaf_secondary_induction_coeff,Premiecroiss,daily_vern_rate,leaf_number_max,PPRM,coeff_primordia_emission_reproductive,increase_growth_Premiecroiss,photoperiod_min,combinaison,site,sowing_date,photoperiod_max,value_C,increase_growth_C,Scenario,name
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,25,0.28,6,1.21,10.4,11,THEIX,2009_09_15,10.4,1,1,11,simulation_11
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,25,0.28,6,0.34,10.4,12,THEIX,2009_09_15,10.4,1,1,12,simulation_12
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,25,0.28,6,0.34,10.4,13,THEIX,2009_09_15,10.4,1,1,13,simulation_13
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,19,0.28,6,0.34,10.4,14,THEIX,2009_09_15,10.4,1,1,14,simulation_14
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,19,0.28,6,0.34,11.6,15,THEIX,2009_09_15,11.6,1,1,15,simulation_15
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,19,0.28,3,0.34,11.6,16,THEIX,2009_09_15,11.6,1,1,16,simulation_16
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.28,6,0.05,12,17,THEIX,2009_09_15,12,1,1,17,simulation_17
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.28,6,0.92,12,18,THEIX,2009_09_15,12,1,1,18,simulation_18
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.28,3,0.92,12,19,THEIX,2009_09_15,12,1,1,19,simulation_19
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.82,3,0.92,12,20,THEIX,2009_09_15,12,1,1,20,simulation_20
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,21,0.82,3,0.92,12,21,THEIX,2009_09_15,12,1,1,21,simulation_21
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,21,0.82,3,0.92,12,22,THEIX,2009_09_15,12,1,1,22,simulation_22
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.048,21,0.82,3,0.92,12,23,THEIX,2009_09_15,12,1,1,23,simulation_23
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.048,21,0.82,3,0.92,10.8,24,THEIX,2009_09_15,10.8,1,1,24,simulation_24
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.28,6,0.34,12,25,THEIX,2009_09_15,12,1,1,25,simulation_25
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,6,0.34,12,26,THEIX,2009_09_15,12,1,1,26,simulation_26
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,3,0.34,12,27,THEIX,2009_09_15,12,1,1,27,simulation_27
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,19,0.82,3,0.34,12,28,THEIX,2009_09_15,12,1,1,28,simulation_28
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,19,0.82,3,1.21,12,29,THEIX,2009_09_15,12,1,1,29,simulation_29
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,25,0.82,3,1.21,12,30,THEIX,2009_09_15,12,1,1,30,simulation_30
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,25,0.82,3,1.21,10.8,31,THEIX,2009_09_15,10.8,1,1,31,simulation_31
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.048,25,0.82,3,1.21,10.8,32,THEIX,2009_09_15,10.8,1,1,32,simulation_32
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,17,0.28,2,1.5,10.8,33,THEIX,2009_09_15,10.8,1,1,33,simulation_33
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,17,0.28,2,1.5,10.8,34,THEIX,2009_09_15,10.8,1,1,34,simulation_34
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,17,0.28,2,1.5,12,35,THEIX,2009_09_15,12,1,1,35,simulation_35
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,17,0.28,2,1.5,12,36,THEIX,2009_09_15,12,1,1,36,simulation_36
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,17,0.28,2,0.63,12,37,THEIX,2009_09_15,12,1,1,37,simulation_37
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,23,0.28,2,0.63,12,38,THEIX,2009_09_15,12,1,1,38,simulation_38
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,23,0.82,2,0.63,12,39,THEIX,2009_09_15,12,1,1,39,simulation_39
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,23,0.82,5,0.63,12,40,THEIX,2009_09_15,12,1,1,40,simulation_40
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,19,0.82,4,0.05,11.6,41,THEIX,2009_09_15,11.6,1,1,41,simulation_41
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,19,0.82,4,0.05,11.6,42,THEIX,2009_09_15,11.6,1,1,42,simulation_42
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,19,0.28,4,0.05,11.6,43,THEIX,2009_09_15,11.6,1,1,43,simulation_43
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,19,0.28,7,0.05,11.6,44,THEIX,2009_09_15,11.6,1,1,44,simulation_44
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,25,0.28,7,0.05,11.6,45,THEIX,2009_09_15,11.6,1,1,45,simulation_45
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,25,0.28,7,0.92,11.6,46,THEIX,2009_09_15,11.6,1,1,46,simulation_46
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,25,0.28,7,0.92,10.4,47,THEIX,2009_09_15,10.4,1,1,47,simulation_47
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,25,0.28,7,0.92,10.4,48,THEIX,2009_09_15,10.4,1,1,48,simulation_48
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,23,0.46,7,0.63,11.2,49,THEIX,2009_09_15,11.2,1,1,49,simulation_49
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,23,0.46,7,0.63,10,50,THEIX,2009_09_15,10,1,1,50,simulation_50
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,23,1,7,0.63,10,51,THEIX,2009_09_15,10,1,1,51,simulation_51
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.059,23,1,7,0.63,10,52,THEIX,2009_09_15,10,1,1,52,simulation_52
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,23,1,7,0.63,10,53,THEIX,2009_09_15,10,1,1,53,simulation_53
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,23,1,7,1.5,10,54,THEIX,2009_09_15,10,1,1,54,simulation_54
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,23,1,4,1.5,10,55,THEIX,2009_09_15,10,1,1,55,simulation_55
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,17,1,4,1.5,10,56,THEIX,2009_09_15,10,1,1,56,simulation_56
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,17,0.1,2,0.63,10.4,57,THEIX,2009_09_15,10.4,1,1,57,simulation_57
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,23,0.1,2,0.63,10.4,58,THEIX,2009_09_15,10.4,1,1,58,simulation_58
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.037,23,0.1,2,0.63,10.4,59,THEIX,2009_09_15,10.4,1,1,59,simulation_59
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.037,23,0.1,2,0.63,11.6,60,THEIX,2009_09_15,11.6,1,1,60,simulation_60
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.037,23,0.1,5,0.63,11.6,61,THEIX,2009_09_15,11.6,1,1,61,simulation_61
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,23,0.1,5,0.63,11.6,62,THEIX,2009_09_15,11.6,1,1,62,simulation_62
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,23,0.1,5,1.5,11.6,63,THEIX,2009_09_15,11.6,1,1,63,simulation_63
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,23,0.64,5,1.5,11.6,64,THEIX,2009_09_15,11.6,1,1,64,simulation_64
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,25,0.82,7,0.05,10,65,THEIX,2009_09_15,10,1,1,65,simulation_65
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.037,25,0.82,7,0.05,10,66,THEIX,2009_09_15,10,1,1,66,simulation_66
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.037,25,0.82,7,0.92,10,67,THEIX,2009_09_15,10,1,1,67,simulation_67
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.037,25,0.28,7,0.92,10,68,THEIX,2009_09_15,10,1,1,68,simulation_68
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,25,0.28,7,0.92,10,69,THEIX,2009_09_15,10,1,1,69,simulation_69
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,19,0.28,7,0.92,10,70,THEIX,2009_09_15,10,1,1,70,simulation_70
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,19,0.28,4,0.92,10,71,THEIX,2009_09_15,10,1,1,71,simulation_71
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,19,0.28,4,0.92,11.2,72,THEIX,2009_09_15,11.2,1,1,72,simulation_72
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,21,0.1,3,0.92,12,73,THEIX,2009_09_15,12,1,1,73,simulation_73
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,21,0.1,3,0.05,12,74,THEIX,2009_09_15,12,1,1,74,simulation_74
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.015,21,0.1,3,0.05,12,75,THEIX,2009_09_15,12,1,1,75,simulation_75
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.1,3,0.05,12,76,THEIX,2009_09_15,12,1,1,76,simulation_76
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.1,3,0.05,10.8,77,THEIX,2009_09_15,10.8,1,1,77,simulation_77
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.1,6,0.05,10.8,78,THEIX,2009_09_15,10.8,1,1,78,simulation_78
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.64,6,0.05,10.8,79,THEIX,2009_09_15,10.8,1,1,79,simulation_79
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,15,0.64,6,0.05,10.8,80,THEIX,2009_09_15,10.8,1,1,80,simulation_80
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,19,0.46,5,0.05,10,81,THEIX,2009_09_15,10,1,1,81,simulation_81
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,19,0.46,5,0.05,10,82,THEIX,2009_09_15,10,1,1,82,simulation_82
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,19,0.46,5,0.05,11.2,83,THEIX,2009_09_15,11.2,1,1,83,simulation_83
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,19,0.46,5,0.05,11.2,84,THEIX,2009_09_15,11.2,1,1,84,simulation_84
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,0.46,5,0.05,11.2,85,THEIX,2009_09_15,11.2,1,1,85,simulation_85
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,0.46,2,0.05,11.2,86,THEIX,2009_09_15,11.2,1,1,86,simulation_86
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,1,2,0.05,11.2,87,THEIX,2009_09_15,11.2,1,1,87,simulation_87
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,1,2,0.92,11.2,88,THEIX,2009_09_15,11.2,1,1,88,simulation_88
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,15,0.82,3,1.5,10.8,89,THEIX,2009_09_15,10.8,1,1,89,simulation_89
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,21,0.82,3,1.5,10.8,90,THEIX,2009_09_15,10.8,1,1,90,simulation_90
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,21,0.82,3,1.5,10.8,91,THEIX,2009_09_15,10.8,1,1,91,simulation_91
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,21,0.28,3,1.5,10.8,92,THEIX,2009_09_15,10.8,1,1,92,simulation_92
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,3,1.5,10.8,93,THEIX,2009_09_15,10.8,1,1,93,simulation_93
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,6,1.5,10.8,94,THEIX,2009_09_15,10.8,1,1,94,simulation_94
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,6,0.63,10.8,95,THEIX,2009_09_15,10.8,1,1,95,simulation_95
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,6,0.63,12,96,THEIX,2009_09_15,12,1,1,96,simulation_96
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.026,23,0.64,2,0.34,10.8,97,THEIX,2009_09_15,10.8,1,1,97,simulation_97
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.026,23,0.1,2,0.34,10.8,98,THEIX,2009_09_15,10.8,1,1,98,simulation_98
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.026,17,0.1,2,0.34,10.8,99,THEIX,2009_09_15,10.8,1,1,99,simulation_99
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,2,0.34,10.8,100,THEIX,2009_09_15,10.8,1,1,100,simulation_100
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,2,0.34,12,101,THEIX,2009_09_15,12,1,1,101,simulation_101
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,2,1.21,12,102,THEIX,2009_09_15,12,1,1,102,simulation_102
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,5,1.21,12,103,THEIX,2009_09_15,12,1,1,103,simulation_103
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.059,17,0.1,5,1.21,12,104,THEIX,2009_09_15,12,1,1,104,simulation_104
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.048,21,1,7,0.92,10,105,THEIX,2009_09_15,10,1,1,105,simulation_105
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,21,1,7,0.92,10,106,THEIX,2009_09_15,10,1,1,106,simulation_106
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,21,0.46,7,0.92,10,107,THEIX,2009_09_15,10,1,1,107,simulation_107
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,15,0.46,7,0.92,10,108,THEIX,2009_09_15,10,1,1,108,simulation_108
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,7,0.92,10,109,THEIX,2009_09_15,10,1,1,109,simulation_109
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,4,0.92,10,110,THEIX,2009_09_15,10,1,1,110,simulation_110
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,4,0.92,11.2,111,THEIX,2009_09_15,11.2,1,1,111,simulation_111
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,4,0.05,11.2,112,THEIX,2009_09_15,11.2,1,1,112,simulation_112
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,25,0.1,7,0.63,12,113,THEIX,2009_09_15,12,1,1,113,simulation_113
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,19,0.1,7,0.63,12,114,THEIX,2009_09_15,12,1,1,114,simulation_114
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,19,0.1,7,1.5,12,115,THEIX,2009_09_15,12,1,1,115,simulation_115
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,19,0.1,4,1.5,12,116,THEIX,2009_09_15,12,1,1,116,simulation_116
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.048,19,0.1,4,1.5,12,117,THEIX,2009_09_15,12,1,1,117,simulation_117
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.048,19,0.1,4,1.5,10.8,118,THEIX,2009_09_15,10.8,1,1,118,simulation_118
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,19,0.1,4,1.5,10.8,119,THEIX,2009_09_15,10.8,1,1,119,simulation_119
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,19,0.64,4,1.5,10.8,120,THEIX,2009_09_15,10.8,1,1,120,simulation_120
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,21,0.82,2,1.21,12,121,THEIX,2009_09_15,12,1,1,121,simulation_121
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,21,0.82,2,0.34,12,122,THEIX,2009_09_15,12,1,1,122,simulation_122
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,21,0.82,5,0.34,12,123,THEIX,2009_09_15,12,1,1,123,simulation_123
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.07,21,0.82,5,0.34,12,124,THEIX,2009_09_15,12,1,1,124,simulation_124
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.07,15,0.82,5,0.34,12,125,THEIX,2009_09_15,12,1,1,125,simulation_125
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,15,0.82,5,0.34,12,126,THEIX,2009_09_15,12,1,1,126,simulation_126
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,15,0.28,5,0.34,12,127,THEIX,2009_09_15,12,1,1,127,simulation_127
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,15,0.28,5,0.34,10.8,128,THEIX,2009_09_15,10.8,1,1,128,simulation_128
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.015,19,0.82,7,0.34,10.4,129,THEIX,2009_09_15,10.4,1,1,129,simulation_129
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,7,0.34,10.4,130,THEIX,2009_09_15,10.4,1,1,130,simulation_130
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,4,0.34,10.4,131,THEIX,2009_09_15,10.4,1,1,131,simulation_131
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,4,0.34,11.6,132,THEIX,2009_09_15,11.6,1,1,132,simulation_132
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,4,1.21,11.6,133,THEIX,2009_09_15,11.6,1,1,133,simulation_133
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,25,0.82,4,1.21,11.6,134,THEIX,2009_09_15,11.6,1,1,134,simulation_134
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,25,0.82,4,1.21,11.6,135,THEIX,2009_09_15,11.6,1,1,135,simulation_135
