temp_vern_min,temp_vern_inter,temp_vern_max,daily_vern_rate,photoperiod_min,photoperiod_max,coeff_primordia_emission_vegetative,derivationLength,option_tallage,option_senescence,option_floraison,cutting_height,cutting_end,HCOUP,meteo_filename,cutting_dates,PS_compensation_point,leaf_primary_induction_coeff,value_C,leaf_number_max,PPRM,coeff_primordia_emission_reproductive,leaf_secondary_induction_coeff,increase_growth_C,Premiecroiss,increase_growth_Premiecroiss,site,sowing_date,Scenario,name
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,LUSIGNAN,2014_09_15,1712,simulation_1712
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,LUSIGNAN,2016_09_15,1713,simulation_1713
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,PLOUDANIEL,2009_09_15,1714,simulation_1714
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,PLOUDANIEL,2010_09_15,1715,simulation_1715
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,PLOUDANIEL,2013_09_15,1716,simulation_1716
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,PLOUDANIEL,2015_09_15,1717,simulation_1717
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2006_09_15,1718,simulation_1718
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2007_09_15,1719,simulation_1719
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2010_09_15,1720,simulation_1720
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2011_09_15,1721,simulation_1721
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2012_09_15,1722,simulation_1722
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2013_09_15,1723,simulation_1723
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2015_09_15,1724,simulation_1724
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2016_09_15,1725,simulation_1725
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,EXMES,2005_09_15,1726,simulation_1726
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,EXMES,2002_09_15,1727,simulation_1727
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,0.92,THEIX,2009_09_15,1728,simulation_1728
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,ERDRE-EN-ANJOU,2009_09_15,1729,simulation_1729
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,ERDRE-EN-ANJOU,2012_09_15,1730,simulation_1730
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,ERDRE-EN-ANJOU,2016_09_15,1731,simulation_1731
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,GUYANCOURT,2007_09_15,1732,simulation_1732
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2007_09_15,1733,simulation_1733
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2008_09_15,1734,simulation_1734
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2009_09_15,1735,simulation_1735
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2010_09_15,1736,simulation_1736
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2011_09_15,1737,simulation_1737
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2012_09_15,1738,simulation_1738
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2014_09_15,1739,simulation_1739
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,LUSIGNAN,2016_09_15,1740,simulation_1740
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,PLOUDANIEL,2009_09_15,1741,simulation_1741
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,PLOUDANIEL,2010_09_15,1742,simulation_1742
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,PLOUDANIEL,2013_09_15,1743,simulation_1743
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,PLOUDANIEL,2015_09_15,1744,simulation_1744
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2006_09_15,1745,simulation_1745
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2007_09_15,1746,simulation_1746
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2010_09_15,1747,simulation_1747
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2011_09_15,1748,simulation_1748
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2012_09_15,1749,simulation_1749
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2013_09_15,1750,simulation_1750
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2015_09_15,1751,simulation_1751
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2016_09_15,1752,simulation_1752
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,EXMES,2005_09_15,1753,simulation_1753
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,EXMES,2002_09_15,1754,simulation_1754
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.21,THEIX,2009_09_15,1755,simulation_1755
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,ERDRE-EN-ANJOU,2009_09_15,1756,simulation_1756
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,ERDRE-EN-ANJOU,2012_09_15,1757,simulation_1757
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,ERDRE-EN-ANJOU,2016_09_15,1758,simulation_1758
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,GUYANCOURT,2007_09_15,1759,simulation_1759
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2007_09_15,1760,simulation_1760
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2008_09_15,1761,simulation_1761
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2009_09_15,1762,simulation_1762
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2010_09_15,1763,simulation_1763
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2011_09_15,1764,simulation_1764
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2012_09_15,1765,simulation_1765
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2014_09_15,1766,simulation_1766
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,LUSIGNAN,2016_09_15,1767,simulation_1767
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,PLOUDANIEL,2009_09_15,1768,simulation_1768
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,PLOUDANIEL,2010_09_15,1769,simulation_1769
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,PLOUDANIEL,2013_09_15,1770,simulation_1770
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,PLOUDANIEL,2015_09_15,1771,simulation_1771
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2006_09_15,1772,simulation_1772
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2007_09_15,1773,simulation_1773
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2010_09_15,1774,simulation_1774
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2011_09_15,1775,simulation_1775
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2012_09_15,1776,simulation_1776
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2013_09_15,1777,simulation_1777
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2015_09_15,1778,simulation_1778
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2016_09_15,1779,simulation_1779
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,EXMES,2005_09_15,1780,simulation_1780
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,EXMES,2002_09_15,1781,simulation_1781
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,112,1.5,THEIX,2009_09_15,1782,simulation_1782
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,ERDRE-EN-ANJOU,2009_09_15,1783,simulation_1783
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,ERDRE-EN-ANJOU,2012_09_15,1784,simulation_1784
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,ERDRE-EN-ANJOU,2016_09_15,1785,simulation_1785
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,GUYANCOURT,2007_09_15,1786,simulation_1786
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2007_09_15,1787,simulation_1787
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2008_09_15,1788,simulation_1788
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2009_09_15,1789,simulation_1789
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2010_09_15,1790,simulation_1790
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2011_09_15,1791,simulation_1791
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2012_09_15,1792,simulation_1792
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2014_09_15,1793,simulation_1793
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,LUSIGNAN,2016_09_15,1794,simulation_1794
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,PLOUDANIEL,2009_09_15,1795,simulation_1795
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,PLOUDANIEL,2010_09_15,1796,simulation_1796
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,PLOUDANIEL,2013_09_15,1797,simulation_1797
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,PLOUDANIEL,2015_09_15,1798,simulation_1798
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2006_09_15,1799,simulation_1799
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2007_09_15,1800,simulation_1800
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2010_09_15,1801,simulation_1801
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2011_09_15,1802,simulation_1802
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2012_09_15,1803,simulation_1803
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2013_09_15,1804,simulation_1804
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2015_09_15,1805,simulation_1805
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2016_09_15,1806,simulation_1806
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,EXMES,2005_09_15,1807,simulation_1807
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,EXMES,2002_09_15,1808,simulation_1808
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.05,THEIX,2009_09_15,1809,simulation_1809
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,ERDRE-EN-ANJOU,2009_09_15,1810,simulation_1810
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,ERDRE-EN-ANJOU,2012_09_15,1811,simulation_1811
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,ERDRE-EN-ANJOU,2016_09_15,1812,simulation_1812
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,GUYANCOURT,2007_09_15,1813,simulation_1813
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2007_09_15,1814,simulation_1814
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2008_09_15,1815,simulation_1815
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2009_09_15,1816,simulation_1816
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2010_09_15,1817,simulation_1817
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2011_09_15,1818,simulation_1818
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2012_09_15,1819,simulation_1819
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2014_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2014_09_15,1820,simulation_1820
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,LUSIGNAN,2016_09_15,1821,simulation_1821
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,PLOUDANIEL,2009_09_15,1822,simulation_1822
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,PLOUDANIEL,2010_09_15,1823,simulation_1823
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,PLOUDANIEL,2013_09_15,1824,simulation_1824
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,PLOUDANIEL,2015_09_15,1825,simulation_1825
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2006_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2006_09_15,1826,simulation_1826
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2007_09_15,1827,simulation_1827
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2010_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2010_09_15,1828,simulation_1828
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2011_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2011_09_15,1829,simulation_1829
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2012_09_15,1830,simulation_1830
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2013_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2013_09_15,1831,simulation_1831
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2015_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2015_09_15,1832,simulation_1832
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2016_09_15,1833,simulation_1833
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2005_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,EXMES,2005_09_15,1834,simulation_1834
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2002_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,EXMES,2002_09_15,1835,simulation_1835
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.34,THEIX,2009_09_15,1836,simulation_1836
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.63,ERDRE-EN-ANJOU,2009_09_15,1837,simulation_1837
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2012_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.63,ERDRE-EN-ANJOU,2012_09_15,1838,simulation_1838
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2016_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.63,ERDRE-EN-ANJOU,2016_09_15,1839,simulation_1839
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.63,GUYANCOURT,2007_09_15,1840,simulation_1840
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2007_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.63,LUSIGNAN,2007_09_15,1841,simulation_1841
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2008_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.63,LUSIGNAN,2008_09_15,1842,simulation_1842
-3,4,12,0.0425,11,11,1,7000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,20,0.28,4.5,1,1,120,0.63,LUSIGNAN,2009_09_15,1843,simulation_1843
