temp_vern_min,temp_vern_inter,temp_vern_max,coeff_primordia_emission_vegetative,derivationLength,option_tallage,option_senescence,option_floraison,cutting_height,cutting_end,HCOUP,meteo_filename,cutting_dates,PS_compensation_point,leaf_primary_induction_coeff,leaf_secondary_induction_coeff,Premiecroiss,daily_vern_rate,leaf_number_max,PPRM,coeff_primordia_emission_reproductive,increase_growth_Premiecroiss,photoperiod_min,combinaison,site,sowing_date,photoperiod_max,value_C,increase_growth_C,Scenario,name
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.28,3,0.92,12.0,19,PLOUDANIEL,2009_09_15,12.0,1,1,19,simulation_19
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.82,3,0.92,12.0,20,PLOUDANIEL,2009_09_15,12.0,1,1,20,simulation_20
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,21,0.82,3,0.92,12.0,21,PLOUDANIEL,2009_09_15,12.0,1,1,21,simulation_21
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,21,0.82,3,0.92,12.0,22,PLOUDANIEL,2009_09_15,12.0,1,1,22,simulation_22
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.048,21,0.82,3,0.92,12.0,23,PLOUDANIEL,2009_09_15,12.0,1,1,23,simulation_23
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.048,21,0.82,3,0.92,10.8,24,PLOUDANIEL,2009_09_15,10.8,1,1,24,simulation_24
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.28,6,0.34,12.0,25,PLOUDANIEL,2009_09_15,12.0,1,1,25,simulation_25
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,6,0.34,12.0,26,PLOUDANIEL,2009_09_15,12.0,1,1,26,simulation_26
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.015,19,0.82,3,0.34,12.0,27,PLOUDANIEL,2009_09_15,12.0,1,1,27,simulation_27
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,19,0.82,3,0.34,12.0,28,PLOUDANIEL,2009_09_15,12.0,1,1,28,simulation_28
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,19,0.82,3,1.21,12.0,29,PLOUDANIEL,2009_09_15,12.0,1,1,29,simulation_29
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,25,0.82,3,1.21,12.0,30,PLOUDANIEL,2009_09_15,12.0,1,1,30,simulation_30
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.048,25,0.82,3,1.21,10.8,31,PLOUDANIEL,2009_09_15,10.8,1,1,31,simulation_31
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.048,25,0.82,3,1.21,10.8,32,PLOUDANIEL,2009_09_15,10.8,1,1,32,simulation_32
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,17,0.28,2,1.5,10.8,33,PLOUDANIEL,2009_09_15,10.8,1,1,33,simulation_33
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,17,0.28,2,1.5,10.8,34,PLOUDANIEL,2009_09_15,10.8,1,1,34,simulation_34
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,17,0.28,2,1.5,12.0,35,PLOUDANIEL,2009_09_15,12.0,1,1,35,simulation_35
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,17,0.28,2,1.5,12.0,36,PLOUDANIEL,2009_09_15,12.0,1,1,36,simulation_36
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,17,0.28,2,0.63,12.0,37,PLOUDANIEL,2009_09_15,12.0,1,1,37,simulation_37
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,23,0.28,2,0.63,12.0,38,PLOUDANIEL,2009_09_15,12.0,1,1,38,simulation_38
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,23,0.82,2,0.63,12.0,39,PLOUDANIEL,2009_09_15,12.0,1,1,39,simulation_39
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,23,0.82,5,0.63,12.0,40,PLOUDANIEL,2009_09_15,12.0,1,1,40,simulation_40
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,19,0.82,4,0.05,11.6,41,PLOUDANIEL,2009_09_15,11.6,1,1,41,simulation_41
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,19,0.82,4,0.05,11.6,42,PLOUDANIEL,2009_09_15,11.6,1,1,42,simulation_42
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,19,0.28,4,0.05,11.6,43,PLOUDANIEL,2009_09_15,11.6,1,1,43,simulation_43
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,19,0.28,7,0.05,11.6,44,PLOUDANIEL,2009_09_15,11.6,1,1,44,simulation_44
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,25,0.28,7,0.05,11.6,45,PLOUDANIEL,2009_09_15,11.6,1,1,45,simulation_45
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,25,0.28,7,0.92,11.6,46,PLOUDANIEL,2009_09_15,11.6,1,1,46,simulation_46
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.026,25,0.28,7,0.92,10.4,47,PLOUDANIEL,2009_09_15,10.4,1,1,47,simulation_47
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,25,0.28,7,0.92,10.4,48,PLOUDANIEL,2009_09_15,10.4,1,1,48,simulation_48
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,23,0.46,7,0.63,11.2,49,PLOUDANIEL,2009_09_15,11.2,1,1,49,simulation_49
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,23,0.46,7,0.63,10.0,50,PLOUDANIEL,2009_09_15,10.0,1,1,50,simulation_50
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.059,23,1.0,7,0.63,10.0,51,PLOUDANIEL,2009_09_15,10.0,1,1,51,simulation_51
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.059,23,1.0,7,0.63,10.0,52,PLOUDANIEL,2009_09_15,10.0,1,1,52,simulation_52
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,23,1.0,7,0.63,10.0,53,PLOUDANIEL,2009_09_15,10.0,1,1,53,simulation_53
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,23,1.0,7,1.5,10.0,54,PLOUDANIEL,2009_09_15,10.0,1,1,54,simulation_54
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,23,1.0,4,1.5,10.0,55,PLOUDANIEL,2009_09_15,10.0,1,1,55,simulation_55
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.026,17,1.0,4,1.5,10.0,56,PLOUDANIEL,2009_09_15,10.0,1,1,56,simulation_56
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,17,0.1,2,0.63,10.4,57,PLOUDANIEL,2009_09_15,10.4,1,1,57,simulation_57
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,23,0.1,2,0.63,10.4,58,PLOUDANIEL,2009_09_15,10.4,1,1,58,simulation_58
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.037,23,0.1,2,0.63,10.4,59,PLOUDANIEL,2009_09_15,10.4,1,1,59,simulation_59
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.037,23,0.1,2,0.63,11.6,60,PLOUDANIEL,2009_09_15,11.6,1,1,60,simulation_60
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.037,23,0.1,5,0.63,11.6,61,PLOUDANIEL,2009_09_15,11.6,1,1,61,simulation_61
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,23,0.1,5,0.63,11.6,62,PLOUDANIEL,2009_09_15,11.6,1,1,62,simulation_62
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,23,0.1,5,1.5,11.6,63,PLOUDANIEL,2009_09_15,11.6,1,1,63,simulation_63
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,23,0.64,5,1.5,11.6,64,PLOUDANIEL,2009_09_15,11.6,1,1,64,simulation_64
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,25,0.82,7,0.05,10.0,65,PLOUDANIEL,2009_09_15,10.0,1,1,65,simulation_65
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.037,25,0.82,7,0.05,10.0,66,PLOUDANIEL,2009_09_15,10.0,1,1,66,simulation_66
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.037,25,0.82,7,0.92,10.0,67,PLOUDANIEL,2009_09_15,10.0,1,1,67,simulation_67
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.037,25,0.28,7,0.92,10.0,68,PLOUDANIEL,2009_09_15,10.0,1,1,68,simulation_68
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,25,0.28,7,0.92,10.0,69,PLOUDANIEL,2009_09_15,10.0,1,1,69,simulation_69
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,19,0.28,7,0.92,10.0,70,PLOUDANIEL,2009_09_15,10.0,1,1,70,simulation_70
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,19,0.28,4,0.92,10.0,71,PLOUDANIEL,2009_09_15,10.0,1,1,71,simulation_71
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,19,0.28,4,0.92,11.2,72,PLOUDANIEL,2009_09_15,11.2,1,1,72,simulation_72
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,21,0.1,3,0.92,12.0,73,PLOUDANIEL,2009_09_15,12.0,1,1,73,simulation_73
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,21,0.1,3,0.05,12.0,74,PLOUDANIEL,2009_09_15,12.0,1,1,74,simulation_74
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.015,21,0.1,3,0.05,12.0,75,PLOUDANIEL,2009_09_15,12.0,1,1,75,simulation_75
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.1,3,0.05,12.0,76,PLOUDANIEL,2009_09_15,12.0,1,1,76,simulation_76
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.1,3,0.05,10.8,77,PLOUDANIEL,2009_09_15,10.8,1,1,77,simulation_77
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.1,6,0.05,10.8,78,PLOUDANIEL,2009_09_15,10.8,1,1,78,simulation_78
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,21,0.64,6,0.05,10.8,79,PLOUDANIEL,2009_09_15,10.8,1,1,79,simulation_79
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,15,0.64,6,0.05,10.8,80,PLOUDANIEL,2009_09_15,10.8,1,1,80,simulation_80
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.026,19,0.46,5,0.05,10.0,81,PLOUDANIEL,2009_09_15,10.0,1,1,81,simulation_81
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,19,0.46,5,0.05,10.0,82,PLOUDANIEL,2009_09_15,10.0,1,1,82,simulation_82
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.059,19,0.46,5,0.05,11.2,83,PLOUDANIEL,2009_09_15,11.2,1,1,83,simulation_83
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,19,0.46,5,0.05,11.2,84,PLOUDANIEL,2009_09_15,11.2,1,1,84,simulation_84
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,0.46,5,0.05,11.2,85,PLOUDANIEL,2009_09_15,11.2,1,1,85,simulation_85
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,0.46,2,0.05,11.2,86,PLOUDANIEL,2009_09_15,11.2,1,1,86,simulation_86
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,1.0,2,0.05,11.2,87,PLOUDANIEL,2009_09_15,11.2,1,1,87,simulation_87
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.059,25,1.0,2,0.92,11.2,88,PLOUDANIEL,2009_09_15,11.2,1,1,88,simulation_88
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,15,0.82,3,1.5,10.8,89,PLOUDANIEL,2009_09_15,10.8,1,1,89,simulation_89
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,88,0.07,21,0.82,3,1.5,10.8,90,PLOUDANIEL,2009_09_15,10.8,1,1,90,simulation_90
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,21,0.82,3,1.5,10.8,91,PLOUDANIEL,2009_09_15,10.8,1,1,91,simulation_91
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.07,21,0.28,3,1.5,10.8,92,PLOUDANIEL,2009_09_15,10.8,1,1,92,simulation_92
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,3,1.5,10.8,93,PLOUDANIEL,2009_09_15,10.8,1,1,93,simulation_93
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,6,1.5,10.8,94,PLOUDANIEL,2009_09_15,10.8,1,1,94,simulation_94
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,6,0.63,10.8,95,PLOUDANIEL,2009_09_15,10.8,1,1,95,simulation_95
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,112,0.037,21,0.28,6,0.63,12.0,96,PLOUDANIEL,2009_09_15,12.0,1,1,96,simulation_96
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.026,23,0.64,2,0.34,10.8,97,PLOUDANIEL,2009_09_15,10.8,1,1,97,simulation_97
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.026,23,0.1,2,0.34,10.8,98,PLOUDANIEL,2009_09_15,10.8,1,1,98,simulation_98
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.026,17,0.1,2,0.34,10.8,99,PLOUDANIEL,2009_09_15,10.8,1,1,99,simulation_99
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,2,0.34,10.8,100,PLOUDANIEL,2009_09_15,10.8,1,1,100,simulation_100
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,2,0.34,12.0,101,PLOUDANIEL,2009_09_15,12.0,1,1,101,simulation_101
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,2,1.21,12.0,102,PLOUDANIEL,2009_09_15,12.0,1,1,102,simulation_102
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.026,17,0.1,5,1.21,12.0,103,PLOUDANIEL,2009_09_15,12.0,1,1,103,simulation_103
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.059,17,0.1,5,1.21,12.0,104,PLOUDANIEL,2009_09_15,12.0,1,1,104,simulation_104
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.048,21,1.0,7,0.92,10.0,105,PLOUDANIEL,2009_09_15,10.0,1,1,105,simulation_105
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,21,1.0,7,0.92,10.0,106,PLOUDANIEL,2009_09_15,10.0,1,1,106,simulation_106
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,21,0.46,7,0.92,10.0,107,PLOUDANIEL,2009_09_15,10.0,1,1,107,simulation_107
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,104,0.015,15,0.46,7,0.92,10.0,108,PLOUDANIEL,2009_09_15,10.0,1,1,108,simulation_108
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,7,0.92,10.0,109,PLOUDANIEL,2009_09_15,10.0,1,1,109,simulation_109
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,4,0.92,10.0,110,PLOUDANIEL,2009_09_15,10.0,1,1,110,simulation_110
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,4,0.92,11.2,111,PLOUDANIEL,2009_09_15,11.2,1,1,111,simulation_111
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,80,0.015,15,0.46,4,0.05,11.2,112,PLOUDANIEL,2009_09_15,11.2,1,1,112,simulation_112
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,25,0.1,7,0.63,12.0,113,PLOUDANIEL,2009_09_15,12.0,1,1,113,simulation_113
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,19,0.1,7,0.63,12.0,114,PLOUDANIEL,2009_09_15,12.0,1,1,114,simulation_114
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,19,0.1,7,1.5,12.0,115,PLOUDANIEL,2009_09_15,12.0,1,1,115,simulation_115
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.015,19,0.1,4,1.5,12.0,116,PLOUDANIEL,2009_09_15,12.0,1,1,116,simulation_116
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.048,19,0.1,4,1.5,12.0,117,PLOUDANIEL,2009_09_15,12.0,1,1,117,simulation_117
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.048,19,0.1,4,1.5,10.8,118,PLOUDANIEL,2009_09_15,10.8,1,1,118,simulation_118
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,19,0.1,4,1.5,10.8,119,PLOUDANIEL,2009_09_15,10.8,1,1,119,simulation_119
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.048,19,0.64,4,1.5,10.8,120,PLOUDANIEL,2009_09_15,10.8,1,1,120,simulation_120
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,21,0.82,2,1.21,12.0,121,PLOUDANIEL,2009_09_15,12.0,1,1,121,simulation_121
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,21,0.82,2,0.34,12.0,122,PLOUDANIEL,2009_09_15,12.0,1,1,122,simulation_122
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.037,21,0.82,5,0.34,12.0,123,PLOUDANIEL,2009_09_15,12.0,1,1,123,simulation_123
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.07,21,0.82,5,0.34,12.0,124,PLOUDANIEL,2009_09_15,12.0,1,1,124,simulation_124
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,96,0.07,15,0.82,5,0.34,12.0,125,PLOUDANIEL,2009_09_15,12.0,1,1,125,simulation_125
-3,4,12,1,9000,False,False,True,,,50,Meteo_GEVES.csv,2009_11_15,14.1,1,1,120,0.07,15,0.82,5,0.34,12.0,126,PLOUDANIEL,2009_09_15,12.0,1,1,126,simulation_126
