date,site,mean_temperature,ETP,RR,daylength,Cut
2003_01_23,PLOUDANIEL,7.1,0.1,0,9.063055556,NA
2003_01_24,PLOUDANIEL,5,0,0,9.106111111,NA
2003_01_25,PLOUDANIEL,7.9,0,0,9.15,NA
2003_01_26,PLOUDANIEL,9.9,0.1,0.5,9.194444444,NA
2003_01_27,PLOUDANIEL,9.9,0.1,1.5,9.239722222,NA
2003_01_28,PLOUDANIEL,8.1,0.9,4,9.286111111,NA
2003_01_29,PLOUDANIEL,7.1,1.6,1.5,9.333055556,NA
2003_01_30,PLOUDANIEL,5.8,1.5,9,9.380555556,NA
2003_01_31,PLOUDANIEL,4.7,0.7,1,9.428888889,NA
2003_02_01,PLOUDANIEL,6.3,0.1,6.5,9.477777778,NA
2003_02_02,PLOUDANIEL,7.6,0.4,8.5,9.527222222,NA
2003_02_03,PLOUDANIEL,7.4,0.5,14.5,9.5775,NA
2003_02_04,PLOUDANIEL,5.8,0.9,1.5,9.628055556,NA
2003_02_05,PLOUDANIEL,5.3,0.4,0,9.679166667,NA
2003_02_06,PLOUDANIEL,5,0,1,9.730833333,NA
2003_02_07,PLOUDANIEL,9.6,0.3,0,9.783055556,NA
2003_02_08,PLOUDANIEL,9.3,0.4,9,9.835833333,NA
2003_02_09,PLOUDANIEL,8.1,0.7,0,9.889166667,NA
2003_02_10,PLOUDANIEL,4.5,0.2,4.5,9.942777778,NA
2003_02_11,PLOUDANIEL,8.7,0.4,0,9.996666667,NA
2003_02_12,PLOUDANIEL,5.5,0.2,2.5,10.05083333,NA
2003_02_13,PLOUDANIEL,4.1,0.2,0,10.10583333,NA
2003_02_14,PLOUDANIEL,3.5,0.5,0,10.16083333,NA
2003_02_15,PLOUDANIEL,3.3,0.6,0,10.21611111,NA
2003_02_16,PLOUDANIEL,2,0.4,0,10.27166667,NA
2003_02_17,PLOUDANIEL,-0.4,0.4,0,10.32777778,NA
2003_02_18,PLOUDANIEL,2,1,0,10.38416667,NA
2003_02_19,PLOUDANIEL,3.2,1.1,7,10.44083333,NA
2003_02_20,PLOUDANIEL,6.8,0.6,1,10.4975,NA
2003_02_21,PLOUDANIEL,7.3,0.9,0,10.55472222,NA
2003_02_22,PLOUDANIEL,9.6,1.5,2,10.61194444,NA
2003_02_23,PLOUDANIEL,10.6,0.9,0,10.66944444,NA
2003_02_24,PLOUDANIEL,10.1,1.2,0,10.72694444,NA
2003_02_25,PLOUDANIEL,11.8,1.8,0.5,10.78472222,NA
2003_02_26,PLOUDANIEL,9.5,0.4,10.5,10.84305556,NA
2003_02_27,PLOUDANIEL,10.2,0.8,1,10.90111111,NA
2003_02_28,PLOUDANIEL,10.6,0.6,16.5,10.95944444,NA
2003_03_01,PLOUDANIEL,10.6,1,11,11.01805556,NA
2003_03_02,PLOUDANIEL,8.7,1.1,0.5,11.07666667,NA
2003_03_03,PLOUDANIEL,10.1,0.2,5,11.13555556,NA
2003_03_04,PLOUDANIEL,11.8,0.9,0.5,11.19444444,NA
2003_03_05,PLOUDANIEL,9.5,0.8,4,11.25333333,NA
2003_03_06,PLOUDANIEL,8,1.1,0,11.3125,NA
2003_03_07,PLOUDANIEL,8.5,1.4,6.5,11.37138889,NA
2003_03_08,PLOUDANIEL,8.4,1.4,0,11.43083333,NA
2003_03_09,PLOUDANIEL,11.4,1.9,0,11.49027778,NA
2003_03_10,PLOUDANIEL,11,1.3,3,11.54972222,NA
2003_03_11,PLOUDANIEL,11.6,1.1,0.5,11.60888889,NA
2003_03_12,PLOUDANIEL,8.9,1.6,0,11.66833333,NA
2003_03_13,PLOUDANIEL,8.9,2.3,0,11.72777778,NA
2003_03_14,PLOUDANIEL,7.3,2,0,11.78722222,NA
2003_03_15,PLOUDANIEL,6.3,2,0,11.84694444,NA
2003_03_16,PLOUDANIEL,9.5,2.5,0,11.90638889,NA
2003_03_17,PLOUDANIEL,9.2,2.4,0,11.96583333,NA
2003_03_18,PLOUDANIEL,6.2,1.6,0,12.02555556,NA
2003_03_19,PLOUDANIEL,7.5,1.8,0.5,12.085,NA
2003_03_20,PLOUDANIEL,5.6,1.3,0,12.14472222,NA
2003_03_21,PLOUDANIEL,6,1,0,12.20416667,NA
2003_03_22,PLOUDANIEL,8.5,2.1,0,12.26388889,NA
2003_03_23,PLOUDANIEL,11.1,2.6,0,12.32333333,NA
2003_03_24,PLOUDANIEL,13.5,2,0,12.38277778,NA
2003_03_25,PLOUDANIEL,12.8,2.2,0,12.4425,NA
2003_03_26,PLOUDANIEL,12.9,1.8,0.5,12.50194444,NA
2003_03_27,PLOUDANIEL,13.5,1.7,3,12.56138889,NA
2003_03_28,PLOUDANIEL,13.4,1.4,0,12.62055556,NA
2003_03_29,PLOUDANIEL,12.4,2,0,12.68,NA
2003_03_30,PLOUDANIEL,12.3,2.2,0,12.73944444,NA
2003_03_31,PLOUDANIEL,10.5,2.6,0,12.79833333,NA
2003_04_01,PLOUDANIEL,7.7,1,0.5,12.8575,NA
2003_04_02,PLOUDANIEL,9.6,2.9,0,12.91666667,NA
2003_04_03,PLOUDANIEL,10,2.9,0,12.97555556,NA
2003_04_04,PLOUDANIEL,7.9,2.2,0,13.03444444,NA
2003_04_05,PLOUDANIEL,7.8,2.3,0,13.09305556,NA
2003_04_06,PLOUDANIEL,9.4,3,0,13.15194444,NA
2003_04_07,PLOUDANIEL,9.4,3.4,0,13.21027778,NA
2003_04_08,PLOUDANIEL,7.5,3.6,0,13.26861111,NA
2003_04_09,PLOUDANIEL,5.8,2.8,0,13.32694444,NA
2003_04_10,PLOUDANIEL,6.6,2.1,0,13.385,NA
2003_04_11,PLOUDANIEL,6.4,2.5,0,13.44305556,NA
2003_04_12,PLOUDANIEL,9.4,2.6,2,13.50083333,NA
2003_04_13,PLOUDANIEL,14.1,2.8,2,13.55833333,NA
2003_04_14,PLOUDANIEL,16.3,3.5,0,13.61583333,NA
2003_04_15,PLOUDANIEL,16,3.2,0,13.67305556,NA
2003_04_16,PLOUDANIEL,16,3.9,0,13.73,NA
2003_04_17,PLOUDANIEL,15.7,3.5,0,13.78666667,NA
2003_04_18,PLOUDANIEL,14.6,4.4,0,13.84361111,NA
2003_04_19,PLOUDANIEL,10.1,3.5,1.5,13.9,NA
2003_04_20,PLOUDANIEL,10.8,3.2,0,13.95611111,NA
2003_04_21,PLOUDANIEL,10.4,3.1,0.5,14.01194444,NA
2003_04_22,PLOUDANIEL,10.6,3.4,0,14.0675,NA
2003_04_23,PLOUDANIEL,14.6,4.1,2,14.1225,NA
2003_04_24,PLOUDANIEL,13.8,2.9,1.5,14.17777778,NA
2003_04_25,PLOUDANIEL,13.3,2.3,2.5,14.2325,NA
2003_04_26,PLOUDANIEL,11.4,2.5,9.5,14.28694444,NA
2003_04_27,PLOUDANIEL,12.6,2.1,15,14.34083333,NA
2003_04_28,PLOUDANIEL,12.6,1.6,5.5,14.39472222,NA
2003_04_29,PLOUDANIEL,12.1,2.3,24,14.44777778,NA
2003_04_30,PLOUDANIEL,11.4,2.5,4,14.50083333,NA
2003_05_01,PLOUDANIEL,12.6,2.9,8,14.55333333,NA
2003_05_02,PLOUDANIEL,11.1,3,3.5,14.60527778,NA
2003_05_03,PLOUDANIEL,11.9,3.5,0,14.65666667,NA
2003_05_04,PLOUDANIEL,13.9,3.9,5,14.70777778,NA
2003_05_05,PLOUDANIEL,12.1,3.4,0,14.75861111,NA
2003_05_06,PLOUDANIEL,10,3.4,0,14.80861111,NA
2003_05_07,PLOUDANIEL,8.9,3.3,0,14.85833333,NA
2003_05_08,PLOUDANIEL,9.1,1.7,0,14.90722222,NA
2003_05_09,PLOUDANIEL,9.8,2.7,0,14.95583333,NA
2003_05_10,PLOUDANIEL,12.3,2.9,4,15.00361111,NA
2003_05_11,PLOUDANIEL,12.8,2.7,10,15.05083333,NA
2003_05_12,PLOUDANIEL,11,1.8,5.5,15.0975,NA
2003_05_13,PLOUDANIEL,10.2,3.6,0,15.14333333,NA
2003_05_14,PLOUDANIEL,9.4,2.8,1.5,15.18861111,NA
2003_05_15,PLOUDANIEL,8.8,1.9,3.5,15.23277778,NA
2003_05_16,PLOUDANIEL,12.8,2.2,5,15.27638889,NA
2003_05_17,PLOUDANIEL,13.8,2.1,9,15.31972222,NA
2003_05_18,PLOUDANIEL,12.9,1.8,16,15.36166667,NA
2003_05_19,PLOUDANIEL,13.2,4,2.5,15.40277778,NA
2003_05_20,PLOUDANIEL,12.2,3.3,2.5,15.44361111,NA
2003_05_21,PLOUDANIEL,12.4,0.8,3.5,15.48305556,NA
2003_05_22,PLOUDANIEL,13.8,3.2,0.5,15.52166667,NA
2003_05_23,PLOUDANIEL,12.2,1.3,7,15.55972222,NA
2003_05_24,PLOUDANIEL,12.1,2.9,1,15.59666667,NA
2003_05_25,PLOUDANIEL,12,3.3,0,15.63222222,NA
2003_05_26,PLOUDANIEL,11.2,2.8,0,15.66722222,NA
2003_05_27,PLOUDANIEL,15.6,3.1,0,15.70111111,NA
2003_05_28,PLOUDANIEL,15.9,5,0,15.73361111,NA
2003_05_29,PLOUDANIEL,18.2,4.6,0,15.76527778,NA
2003_05_30,PLOUDANIEL,20,5.3,0,15.79611111,NA
2003_05_31,PLOUDANIEL,16.9,4.6,0.5,15.82555556,NA
2003_06_01,PLOUDANIEL,14.9,3,2,15.85388889,NA
2003_06_02,PLOUDANIEL,15.9,4.1,1,15.88083333,NA
2003_06_03,PLOUDANIEL,15.9,3.1,1,15.90666667,NA
2003_06_04,PLOUDANIEL,14.5,3.3,3,15.93138889,NA
2003_06_05,PLOUDANIEL,14.5,4.7,0,15.95472222,NA
2003_06_06,PLOUDANIEL,14.8,1.9,8.5,15.97694444,NA
2003_06_07,PLOUDANIEL,17,3.7,1,15.99777778,NA
2003_06_08,PLOUDANIEL,15.1,4.3,0,16.01694444,NA
2003_06_09,PLOUDANIEL,15.1,3.7,2,16.03527778,NA
2003_06_10,PLOUDANIEL,17.2,4.1,0.5,16.05222222,NA
2003_06_11,PLOUDANIEL,16.9,4.5,0,16.0675,NA
2003_06_12,PLOUDANIEL,14,4.8,0,16.08138889,NA
2003_06_13,PLOUDANIEL,14.5,4,2.5,16.09416667,NA
2003_06_14,PLOUDANIEL,17.8,5,0,16.10527778,NA
2003_06_15,PLOUDANIEL,17.9,5,0,16.11527778,NA
2003_06_16,PLOUDANIEL,19,5,0,16.12361111,NA
2003_06_17,PLOUDANIEL,16.5,3.7,0,16.13055556,NA
2003_06_18,PLOUDANIEL,15.2,2.2,0.5,16.13583333,NA
2003_06_19,PLOUDANIEL,17,2,0,16.14027778,NA
2003_06_20,PLOUDANIEL,18,5.7,0,16.14277778,NA
2003_06_21,PLOUDANIEL,20.2,5.5,0.5,16.14388889,NA
2003_06_22,PLOUDANIEL,20.2,3.7,2.5,16.14333333,NA
2003_06_23,PLOUDANIEL,15.8,4.8,0,16.14166667,NA
2003_06_24,PLOUDANIEL,15,4.8,3,16.13861111,NA
2003_06_25,PLOUDANIEL,17.1,2.1,3,16.13388889,NA
2003_06_26,PLOUDANIEL,17.1,3.9,0,16.12777778,NA
2003_06_27,PLOUDANIEL,16.1,4.7,0.5,16.12,NA
2003_06_28,PLOUDANIEL,14.6,4.7,0,16.11111111,NA
2003_06_29,PLOUDANIEL,17.3,2.2,18,16.10055556,NA
2003_06_30,PLOUDANIEL,16.4,3.9,6,16.08888889,NA
2003_07_01,PLOUDANIEL,16.9,4.1,3,16.07583333,NA
2003_07_02,PLOUDANIEL,16.5,3.5,0.5,16.06111111,NA
2003_07_03,PLOUDANIEL,16,3.7,0,16.045,NA
2003_07_04,PLOUDANIEL,16.8,3.7,0,16.02777778,NA
2003_07_05,PLOUDANIEL,16.2,2.8,0,16.00916667,NA
2003_07_06,PLOUDANIEL,16,2.2,0,15.98916667,NA
2003_07_07,PLOUDANIEL,14.2,4.5,0,15.96777778,NA
2003_07_08,PLOUDANIEL,16.2,4.1,0,15.94527778,NA
2003_07_09,PLOUDANIEL,19.5,4.8,0,15.92138889,NA
2003_07_10,PLOUDANIEL,19.8,5.3,0,15.89638889,NA
2003_07_11,PLOUDANIEL,18.8,5.1,0,15.87,NA
2003_07_12,PLOUDANIEL,17.4,5.2,0,15.84277778,NA
2003_07_13,PLOUDANIEL,21.6,5.6,0,15.81444444,NA
2003_07_14,PLOUDANIEL,22.1,5.2,0,15.78444444,NA
2003_07_15,PLOUDANIEL,20.7,3.9,1,15.75388889,NA
2003_07_16,PLOUDANIEL,16.6,0.9,8,15.72166667,NA
2003_07_17,PLOUDANIEL,17.5,4,1,15.68888889,NA
2003_07_18,PLOUDANIEL,19.5,5.6,0,15.655,NA
2003_07_19,PLOUDANIEL,19.7,4.8,0,15.62,NA
2003_07_20,PLOUDANIEL,18.1,4.7,3.5,15.58416667,NA
2003_07_21,PLOUDANIEL,18.8,4.6,0,15.54722222,NA
2003_07_22,PLOUDANIEL,17.8,3.1,0,15.50916667,NA
2003_07_23,PLOUDANIEL,18,2.6,4,15.47055556,NA
2003_07_24,PLOUDANIEL,17,3,7.5,15.43083333,NA
2003_07_25,PLOUDANIEL,18.6,3.1,10,15.39055556,NA
2003_07_26,PLOUDANIEL,17,1.8,1,15.34944444,NA
2003_07_27,PLOUDANIEL,15.4,3.2,0,15.30722222,NA
2003_07_28,PLOUDANIEL,16,2.5,2.5,15.26444444,NA
2003_07_29,PLOUDANIEL,17.2,1.2,9.5,15.22083333,NA
2003_07_30,PLOUDANIEL,16.5,2.5,0,15.17638889,NA
2003_07_31,PLOUDANIEL,16.3,3.4,0,15.13138889,NA
2003_08_01,PLOUDANIEL,16.7,2.1,0.5,15.08611111,NA
2003_08_02,PLOUDANIEL,17.5,4.1,0,15.03944444,NA
2003_08_03,PLOUDANIEL,20,4.6,0,14.9925,NA
2003_08_04,PLOUDANIEL,24,3.4,1,14.945,NA
2003_08_05,PLOUDANIEL,24.1,4.6,0,14.89722222,NA
2003_08_06,PLOUDANIEL,19.4,3,0,14.84861111,NA
2003_08_07,PLOUDANIEL,22,4.9,0,14.79916667,NA
2003_08_08,PLOUDANIEL,25.4,5.4,0,14.74972222,NA
2003_08_09,PLOUDANIEL,26.4,5.3,0,14.69972222,NA
2003_08_10,PLOUDANIEL,21.3,3.2,0,14.64888889,NA
2003_08_11,PLOUDANIEL,22,4.1,0.5,14.59777778,NA
2003_08_12,PLOUDANIEL,21.9,4.1,0,14.54638889,NA
2003_08_13,PLOUDANIEL,24.5,4,0,14.49444444,NA
2003_08_14,PLOUDANIEL,18.8,2.1,0,14.44222222,NA
2003_08_15,PLOUDANIEL,19.1,2.5,0,14.38944444,NA
2003_08_16,PLOUDANIEL,19.8,2.3,0,14.33666667,NA
2003_08_17,PLOUDANIEL,19,3.5,0,14.28305556,NA
2003_08_18,PLOUDANIEL,18.9,3.1,0.5,14.22944444,NA
2003_08_19,PLOUDANIEL,17.7,3.6,0,14.17527778,NA
2003_08_20,PLOUDANIEL,15.6,3.6,0,14.12111111,NA
2003_08_21,PLOUDANIEL,15,2.9,0,14.06638889,NA
2003_08_22,PLOUDANIEL,18.9,2,0,14.01166667,NA
2003_08_23,PLOUDANIEL,21.5,3.9,0,13.95666667,NA
2003_08_24,PLOUDANIEL,21.5,4.3,0,13.90111111,NA
2003_08_25,PLOUDANIEL,21.4,3.7,6.5,13.84555556,NA
2003_08_26,PLOUDANIEL,19.7,3.6,0,13.78972222,NA
2003_08_27,PLOUDANIEL,19.5,3.2,0,13.73361111,NA
2003_08_28,PLOUDANIEL,17.5,3.5,0,13.67722222,NA
2003_08_29,PLOUDANIEL,17,1.6,0.5,13.62083333,NA
2003_08_30,PLOUDANIEL,13.9,2.7,0,13.56416667,NA
2003_08_31,PLOUDANIEL,12.9,2.8,0,13.50722222,NA
2003_09_01,PLOUDANIEL,12.9,2.7,0,13.45027778,NA
2003_09_02,PLOUDANIEL,12.1,2.3,0,13.39305556,NA
2003_09_03,PLOUDANIEL,14,2.8,0,13.33555556,NA
2003_09_04,PLOUDANIEL,16.9,3.4,0,13.27861111,NA
2003_09_05,PLOUDANIEL,16.9,2.7,0.5,13.22083333,NA
2003_09_06,PLOUDANIEL,16.2,2.8,0,13.16305556,NA
2003_09_07,PLOUDANIEL,15.4,2.2,2,13.10555556,NA
2003_09_08,PLOUDANIEL,16.5,1.8,3,13.0475,NA
2003_09_09,PLOUDANIEL,16.5,3,1,12.98944444,NA
2003_09_10,PLOUDANIEL,16.1,1.6,1,12.93166667,NA
2003_09_11,PLOUDANIEL,19.2,2.3,1.5,12.87361111,NA
2003_09_12,PLOUDANIEL,16.9,2.6,0,12.81555556,NA
2003_09_13,PLOUDANIEL,18,2.9,0,12.75722222,NA
2003_09_14,PLOUDANIEL,17.7,3,0,12.69861111,NA
2003_09_15,PLOUDANIEL,17.3,2.9,0,12.64027778,NA
2003_09_16,PLOUDANIEL,17.8,2.7,0,12.58194444,NA
2003_09_17,PLOUDANIEL,18.1,3,0,12.52333333,NA
2003_09_18,PLOUDANIEL,19,2.8,0,12.46472222,NA
2003_09_19,PLOUDANIEL,15.9,2,0,12.40611111,NA
2003_09_20,PLOUDANIEL,18.7,2.7,0,12.34777778,NA
2003_09_21,PLOUDANIEL,20.2,2.8,0.5,12.28888889,NA
2003_09_22,PLOUDANIEL,15.9,1.7,6.5,12.23027778,NA
2003_09_23,PLOUDANIEL,11.1,1.8,0,12.17166667,NA
2003_09_24,PLOUDANIEL,10.6,1.9,0,12.11277778,NA
2003_09_25,PLOUDANIEL,12.6,2,0,12.05416667,NA
2003_09_26,PLOUDANIEL,15,1.9,0,11.99555556,NA
2003_09_27,PLOUDANIEL,12.4,1.1,1,11.93666667,NA
2003_09_28,PLOUDANIEL,12.4,1,1,11.87805556,NA
2003_09_29,PLOUDANIEL,11.5,1.3,0,11.81916667,NA
2003_09_30,PLOUDANIEL,12.6,1,18,11.76055556,NA
2003_10_01,PLOUDANIEL,15.3,1.1,24.5,11.70194444,NA
2003_10_02,PLOUDANIEL,16.4,1.6,0,11.64333333,NA
2003_10_03,PLOUDANIEL,15.8,1.3,0,11.58472222,NA
2003_10_04,PLOUDANIEL,13.5,1.8,0.5,11.52638889,NA
2003_10_05,PLOUDANIEL,11.1,1.7,1.5,11.46777778,NA
2003_10_06,PLOUDANIEL,12.1,1,2,11.40944444,NA
2003_10_07,PLOUDANIEL,13.5,0.6,1,11.35111111,NA
2003_10_08,PLOUDANIEL,15.8,1.2,0,11.29277778,NA
2003_10_09,PLOUDANIEL,13.9,1,0,11.23472222,NA
2003_10_10,PLOUDANIEL,14.9,1.1,0,11.17666667,NA
2003_10_11,PLOUDANIEL,15.5,1.3,0,11.11861111,NA
2003_10_12,PLOUDANIEL,12.2,0.6,3.5,11.06111111,NA
2003_10_13,PLOUDANIEL,14.9,0.5,0,11.00305556,NA
2003_10_14,PLOUDANIEL,17,0.8,3,10.94555556,NA
2003_10_15,PLOUDANIEL,16.2,1.4,0,10.88805556,NA
2003_10_16,PLOUDANIEL,10.6,1.3,0,10.83083333,NA
2003_10_17,PLOUDANIEL,9.6,1.2,0,10.77333333,NA
2003_10_18,PLOUDANIEL,9.2,0.7,0,10.71666667,NA
2003_10_19,PLOUDANIEL,10.6,1.5,3.5,10.65944444,NA
2003_10_20,PLOUDANIEL,11.1,1.3,9,10.60277778,NA
2003_10_21,PLOUDANIEL,6.7,0.5,8.5,10.54638889,NA
2003_10_22,PLOUDANIEL,6.7,0.5,7.5,10.49,NA
2003_10_23,PLOUDANIEL,8.2,0.8,6,10.43416667,NA
2003_10_24,PLOUDANIEL,6.4,0.5,2.5,10.37805556,NA
2003_10_25,PLOUDANIEL,6.8,0.5,3.5,10.3225,NA
2003_10_26,PLOUDANIEL,7.3,0.4,1.5,10.26722222,NA
2003_10_27,PLOUDANIEL,6.9,0.5,0,10.21222222,NA
2003_10_28,PLOUDANIEL,4.6,0.3,3,10.1575,NA
2003_10_29,PLOUDANIEL,7.2,0.3,2.5,10.10305556,NA
2003_10_30,PLOUDANIEL,9.9,0.3,12.5,10.04916667,NA
2003_10_31,PLOUDANIEL,10.6,0.5,0,9.995277778,NA
2003_11_01,PLOUDANIEL,9.9,0.5,10,9.941666667,NA
2003_11_02,PLOUDANIEL,10.6,0.2,13.5,9.888888889,NA
2003_11_03,PLOUDANIEL,12.2,0.8,0.5,9.836388889,NA
2003_11_04,PLOUDANIEL,12,0.3,0.5,9.784444444,NA
2003_11_05,PLOUDANIEL,14.4,1.1,3,9.732777778,NA
2003_11_06,PLOUDANIEL,16.6,1,0,9.681666667,NA
2003_11_07,PLOUDANIEL,11.1,0.9,0,9.630833333,NA
2003_11_08,PLOUDANIEL,7.2,0.4,0,9.580555556,NA
2003_11_09,PLOUDANIEL,11.5,0.3,8.5,9.531388889,NA
2003_11_10,PLOUDANIEL,12.1,0.4,0,9.482222222,NA
2003_11_11,PLOUDANIEL,10.9,0.1,9,9.433611111,NA
2003_11_12,PLOUDANIEL,11,0.1,0.5,9.385833333,NA
2003_11_13,PLOUDANIEL,10.5,0.3,2,9.338611111,NA
2003_11_14,PLOUDANIEL,11.5,0.7,1.5,9.291944444,NA
2003_11_15,PLOUDANIEL,9.6,0.3,4,9.246111111,NA
2003_11_16,PLOUDANIEL,9.9,0.4,2,9.201111111,NA
2003_11_17,PLOUDANIEL,7.8,0,2,9.156944444,NA
2003_11_18,PLOUDANIEL,11.6,0,0,9.113333333,NA
2003_11_19,PLOUDANIEL,11.2,0.2,0.5,9.070555556,NA
2003_11_20,PLOUDANIEL,12.1,0.3,6.5,9.028611111,NA
2003_11_21,PLOUDANIEL,10,0,18.5,8.9875,NA
2003_11_22,PLOUDANIEL,8.9,0,50.5,8.9475,NA
2003_11_23,PLOUDANIEL,9.1,0.2,17.5,8.908333333,NA
2003_11_24,PLOUDANIEL,7.2,0,0,8.869722222,NA
2003_11_25,PLOUDANIEL,8,0,20.5,8.8325,NA
2003_11_26,PLOUDANIEL,7.8,0.2,6,8.796388889,NA
2003_11_27,PLOUDANIEL,7.1,0,0.5,8.761111111,NA
2003_11_28,PLOUDANIEL,8.4,0,0.5,8.7275,NA
2003_11_29,PLOUDANIEL,11.6,0.2,7.5,8.694166667,NA
2003_11_30,PLOUDANIEL,8.9,0.2,9,8.662777778,NA
2003_12_01,PLOUDANIEL,7.9,0.3,4,8.631944444,NA
2003_12_02,PLOUDANIEL,9.1,0.4,0.5,8.6025,NA
2003_12_03,PLOUDANIEL,6,0,0,8.574444444,NA
2003_12_04,PLOUDANIEL,9.9,0.7,0,8.5475,NA
2003_12_05,PLOUDANIEL,7.4,0.2,0,8.522222222,NA
2003_12_06,PLOUDANIEL,7.4,0.1,0,8.497777778,NA
2003_12_07,PLOUDANIEL,3.9,0.2,0,8.475,NA
2003_12_08,PLOUDANIEL,2.1,0,0,8.453611111,NA
2003_12_09,PLOUDANIEL,8.8,0,0,8.433333333,NA
2003_12_10,PLOUDANIEL,4.6,0,4.5,8.414722222,NA
2003_12_11,PLOUDANIEL,10.4,0,5,8.3975,NA
2003_12_12,PLOUDANIEL,12.6,0.1,0.5,8.381388889,NA
2003_12_13,PLOUDANIEL,12.8,0.2,4.5,8.367222222,NA
2003_12_14,PLOUDANIEL,10.1,0.4,0,8.354444444,NA
2003_12_15,PLOUDANIEL,8.2,0.2,0,8.343055556,NA
2003_12_16,PLOUDANIEL,4.8,0,0,8.333333333,NA
2003_12_17,PLOUDANIEL,6.7,0,0,8.325,NA
2003_12_18,PLOUDANIEL,4.1,0,0,8.318333333,NA
2003_12_19,PLOUDANIEL,9.6,0.1,2,8.313333333,NA
2003_12_20,PLOUDANIEL,10.7,0.3,7.5,8.309722222,NA
2003_12_21,PLOUDANIEL,8.2,0.8,5,8.3075,NA
2003_12_22,PLOUDANIEL,4.8,0.3,2.5,8.307222222,NA
2003_12_23,PLOUDANIEL,7.1,0,3.5,8.308055556,NA
2003_12_24,PLOUDANIEL,9.6,0.2,0,8.311111111,NA
2003_12_25,PLOUDANIEL,10,0.3,1,8.315277778,NA
2003_12_26,PLOUDANIEL,10.4,0.6,4,8.321111111,NA
2003_12_27,PLOUDANIEL,7.2,0.5,35,8.328333333,NA
2003_12_28,PLOUDANIEL,6,0.5,15.5,8.337222222,NA
2003_12_29,PLOUDANIEL,7.2,0.3,5,8.347777778,NA
2003_12_30,PLOUDANIEL,6.6,0,2.5,8.359722222,NA
2003_12_31,PLOUDANIEL,4.6,0,7.5,8.373333333,NA
2004_01_01,PLOUDANIEL,7.4,0,0,8.388611111,NA
2004_01_02,PLOUDANIEL,6.4,0.4,0,8.405277778,NA
2004_01_03,PLOUDANIEL,3.6,0,0,8.423333333,NA
2004_01_04,PLOUDANIEL,7.9,0,0,8.442777778,NA
2004_01_05,PLOUDANIEL,9,0,11.5,8.463611111,NA
2004_01_06,PLOUDANIEL,10.2,0.3,1.4,8.485833333,NA
2004_01_07,PLOUDANIEL,10.9,0.7,0.1,8.509166667,NA
2004_01_08,PLOUDANIEL,10.5,0.6,22.6,8.534166667,NA
2004_01_09,PLOUDANIEL,10.2,0.8,3.3,8.560555556,NA
2004_01_10,PLOUDANIEL,11,0,13.2,8.588333333,NA
2004_01_11,PLOUDANIEL,10.6,1,10.5,8.617222222,NA
2004_01_12,PLOUDANIEL,10.9,0.9,4.7,8.647222222,NA
2004_01_13,PLOUDANIEL,8.4,0.7,16,8.678611111,NA
2004_01_14,PLOUDANIEL,7,1.4,18.7,8.711111111,NA
2004_01_15,PLOUDANIEL,7.4,0.6,3.9,8.745,NA
2004_01_16,PLOUDANIEL,8.8,0.9,11.2,8.78,NA
2004_01_17,PLOUDANIEL,6.3,0.6,6.2,8.815833333,NA
2004_01_18,PLOUDANIEL,5.1,1.6,12,8.852777778,NA
2004_01_19,PLOUDANIEL,5.4,0.2,0.3,8.890833333,NA
2004_01_20,PLOUDANIEL,8.4,0.6,1,8.929722222,NA
2004_01_21,PLOUDANIEL,8.2,0.6,0.4,8.97,NA
2004_01_22,PLOUDANIEL,9.4,0.4,0.1,9.010833333,NA
2004_01_23,PLOUDANIEL,10.9,0.2,8.8,9.052777778,NA
2004_01_24,PLOUDANIEL,8,1.4,5.9,9.095555556,NA
2004_01_25,PLOUDANIEL,5.1,0.3,0.8,9.139166667,NA
2004_01_26,PLOUDANIEL,3.6,0.9,36.6,9.183611111,NA
2004_01_27,PLOUDANIEL,3.4,1,3.7,9.228888889,NA
2004_01_28,PLOUDANIEL,4,1.4,4.6,9.274722222,NA
2004_01_29,PLOUDANIEL,1.6,1.3,2.3,9.321666667,NA
2004_01_30,PLOUDANIEL,5.5,0,0,9.368888889,NA
2004_01_31,PLOUDANIEL,11.5,0.7,10,9.416944444,NA
2004_02_01,PLOUDANIEL,11.8,0.6,8,9.465833333,NA
2004_02_02,PLOUDANIEL,12.1,0.8,0,9.515,NA
2004_02_03,PLOUDANIEL,14.5,1.6,6.3,9.565,NA
2004_02_04,PLOUDANIEL,15.3,1.8,0,9.615555556,NA
2004_02_05,PLOUDANIEL,12.1,0.2,0,9.666666667,NA
2004_02_06,PLOUDANIEL,11.1,0.9,2,9.718055556,NA
2004_02_07,PLOUDANIEL,8.6,0.5,1.9,9.770277778,NA
2004_02_08,PLOUDANIEL,7.8,0.7,0,9.822777778,NA
2004_02_09,PLOUDANIEL,4.7,0.3,0,9.875833333,NA
2004_02_10,PLOUDANIEL,4.8,0.3,0,9.929444444,NA
2004_02_11,PLOUDANIEL,5.3,0.3,0,9.983333333,NA
2004_02_12,PLOUDANIEL,6.8,0.1,0,10.0375,NA
2004_02_13,PLOUDANIEL,7.7,0.5,0,10.09222222,NA
2004_02_14,PLOUDANIEL,6.1,0.4,0,10.14694444,NA
2004_02_15,PLOUDANIEL,5.4,0.4,0,10.2025,NA
