temp_vern_min,temp_vern_inter,temp_vern_max,daily_vern_rate,basic_vern_rate,photoperiod_min,photoperiod_max,coeff_primordia_emission_vegetative,derivationLength,option_tallage,option_senescence,option_floraison,cutting_height,cutting_end,meteo_filename,cutting_dates,PS_compensation_point,leaf_primary_induction_coeff,Id_plante,value_C,daily_vern_rate,leaf_number_max,PPRM,coeff_primordia_emission_reproductive,leaf_secondary_induction_coeff,increase_growth_C,increase_growth_Premiecroiss,Premiecroiss,variete,site,sowing_date,Scenario,name,HCOUP
0,6,13,0.1,0,10,16,1,3000,False,False,True,,,Meteo_GEVES.csv,2015_12_01x2015_12_30,14.1,1,13,7.25,0.1,19.33333333,0.433333333,5,1,0.05,1.725490196,51,Bronsyn,LUSIGNAN,2015_09_15,1,simulation_1,10
0,6,13,0.1,0,10,16,1,7000,False,False,True,,2015_12_31,Meteo_GEVES.csv,,14.1,1,13,7.25,0.1,19.33333333,0.433333333,5,1,0.05,1.725490196,51,Bronsyn,LUSIGNAN,2015_09_15,2,simulation_2,10
0,6,13,0.1,0,10,16,1,7000,False,False,True,200,,Meteo_GEVES.csv,,14.1,1,13,7.25,0.1,19.33333333,0.433333333,5,1,0.05,1.725490196,51,Bronsyn,LUSIGNAN,2015_09_15,3,simulation_3,10
0,6,13,0.1,0,10,16,1,7000,False,False,True,200,2015_12_31,Meteo_GEVES.csv,,14.1,1,13,7.25,0.1,19.33333333,0.433333333,5,1,0.05,1.725490196,51,Bronsyn,LUSIGNAN,2015_09_15,4,simulation_4,10
0,6,13,0.1,0,10,16,1,7000,False,False,True,200,2015_12_31,Meteo_GEVES.csv,,14.1,1,13,7.25,0.1,19.33333333,0.433333333,5,1,0.05,1.725490196,51,Bronsyn,LUSIGNAN,2015_09_15,5,simulation_5,60
