date,site,mean_temperature,daylength
2018_11_26,treatment_3_bloc_8,14.84375,13
2018_11_26,treatment_3_bloc_5,14.84375,13
2018_11_26,treatment_3_bloc_4,14.84375,13
2018_11_26,treatment_3_bloc_3,14.84375,13
2018_11_26,treatment_3_bloc_7,14.84375,13
2018_11_26,treatment_3_bloc_9,14.84375,13
2018_11_26,treatment_3_bloc_6,14.84375,13
2018_11_26,treatment_3_bloc_1,14.84375,13
2018_11_26,treatment_3_bloc_2,14.84375,13
2018_11_27,treatment_1_bloc_4,14.69618056,13
2018_11_27,treatment_1_bloc_9,14.69618056,13
2018_11_27,treatment_1_bloc_2,14.69618056,13
2018_11_27,treatment_1_bloc_7,14.69618056,13
2018_11_27,treatment_1_bloc_5,14.69618056,13
2018_11_27,treatment_1_bloc_3,14.69618056,13
2018_11_27,treatment_1_bloc_8,14.69618056,13
2018_11_27,treatment_1_bloc_1,14.69618056,13
2018_11_27,treatment_1_bloc_6,14.69618056,13
2018_11_27,treatment_2_bloc_4,14.69618056,13
2018_11_27,treatment_2_bloc_9,14.69618056,13
2018_11_27,treatment_2_bloc_2,14.69618056,13
2018_11_27,treatment_2_bloc_7,14.69618056,13
2018_11_27,treatment_2_bloc_5,14.69618056,13
2018_11_27,treatment_2_bloc_3,14.69618056,13
2018_11_27,treatment_2_bloc_8,14.69618056,13
2018_11_27,treatment_2_bloc_1,14.69618056,13
2018_11_27,treatment_2_bloc_6,14.69618056,13
2018_11_27,treatment_3_bloc_4,14.69618056,13
2018_11_27,treatment_3_bloc_9,14.69618056,13
2018_11_27,treatment_3_bloc_2,14.69618056,13
2018_11_27,treatment_3_bloc_7,14.69618056,13
2018_11_27,treatment_3_bloc_5,14.69618056,13
2018_11_27,treatment_3_bloc_3,14.69618056,13
2018_11_27,treatment_3_bloc_8,14.69618056,13
2018_11_27,treatment_3_bloc_1,14.69618056,13
2018_11_27,treatment_3_bloc_6,14.69618056,13
2018_11_28,treatment_1_bloc_8,14.84722222,13
2018_11_28,treatment_1_bloc_9,14.84722222,13
2018_11_28,treatment_1_bloc_4,14.84722222,13
2018_11_28,treatment_1_bloc_1,14.84722222,13
2018_11_28,treatment_1_bloc_3,14.84722222,13
2018_11_28,treatment_1_bloc_7,14.84722222,13
2018_11_28,treatment_1_bloc_6,14.84722222,13
2018_11_28,treatment_1_bloc_5,14.84722222,13
2018_11_28,treatment_1_bloc_2,14.84722222,13
2018_11_28,treatment_2_bloc_8,14.84722222,13
2018_11_28,treatment_2_bloc_9,14.84722222,13
2018_11_28,treatment_2_bloc_4,14.84722222,13
2018_11_28,treatment_2_bloc_1,14.84722222,13
2018_11_28,treatment_2_bloc_3,14.84722222,13
2018_11_28,treatment_2_bloc_7,14.84722222,13
2018_11_28,treatment_2_bloc_6,14.84722222,13
2018_11_28,treatment_2_bloc_5,14.84722222,13
2018_11_28,treatment_2_bloc_2,14.84722222,13
2018_11_28,treatment_3_bloc_8,14.84722222,13
2018_11_28,treatment_3_bloc_9,14.84722222,13
2018_11_28,treatment_3_bloc_4,14.84722222,13
2018_11_28,treatment_3_bloc_1,14.84722222,13
2018_11_28,treatment_3_bloc_3,14.84722222,13
2018_11_28,treatment_3_bloc_7,14.84722222,13
2018_11_28,treatment_3_bloc_6,14.84722222,13
2018_11_28,treatment_3_bloc_5,14.84722222,13
2018_11_28,treatment_3_bloc_2,14.84722222,13
2018_11_29,treatment_1_bloc_4,15.71701389,13
2018_11_29,treatment_1_bloc_3,15.71701389,13
2018_11_29,treatment_1_bloc_5,15.71701389,13
2018_11_29,treatment_1_bloc_9,15.71701389,13
2018_11_29,treatment_1_bloc_6,15.71701389,13
2018_11_29,treatment_1_bloc_1,15.71701389,13
2018_11_29,treatment_1_bloc_7,15.71701389,13
2018_11_29,treatment_1_bloc_8,15.71701389,13
2018_11_29,treatment_1_bloc_2,15.71701389,13
2018_11_29,treatment_2_bloc_4,15.71701389,13
2018_11_29,treatment_2_bloc_3,15.71701389,13
2018_11_29,treatment_2_bloc_5,15.71701389,13
2018_11_29,treatment_2_bloc_9,15.71701389,13
2018_11_29,treatment_2_bloc_6,15.71701389,13
2018_11_29,treatment_2_bloc_1,15.71701389,13
2018_11_29,treatment_2_bloc_7,15.71701389,13
2018_11_29,treatment_2_bloc_8,15.71701389,13
2018_11_29,treatment_2_bloc_2,15.71701389,13
2018_11_29,treatment_3_bloc_4,15.71701389,13
2018_11_29,treatment_3_bloc_3,15.71701389,13
2018_11_29,treatment_3_bloc_5,15.71701389,13
2018_11_29,treatment_3_bloc_9,15.71701389,13
2018_11_29,treatment_3_bloc_6,15.71701389,13
2018_11_29,treatment_3_bloc_1,15.71701389,13
2018_11_29,treatment_3_bloc_7,15.71701389,13
2018_11_29,treatment_3_bloc_8,15.71701389,13
2018_11_29,treatment_3_bloc_2,15.71701389,13
2018_11_30,treatment_1_bloc_9,15.95659722,13
2018_11_30,treatment_1_bloc_2,15.95659722,13
2018_11_30,treatment_1_bloc_3,15.95659722,13
2018_11_30,treatment_1_bloc_5,15.95659722,13
2018_11_30,treatment_1_bloc_8,15.95659722,13
2018_11_30,treatment_1_bloc_7,15.95659722,13
2018_11_30,treatment_1_bloc_1,15.95659722,13
2018_11_30,treatment_1_bloc_6,15.95659722,13
2018_11_30,treatment_1_bloc_4,15.95659722,13
2018_11_30,treatment_2_bloc_9,15.95659722,13
2018_11_30,treatment_2_bloc_2,15.95659722,13
2018_11_30,treatment_2_bloc_3,15.95659722,13
2018_11_30,treatment_2_bloc_5,15.95659722,13
2018_11_30,treatment_2_bloc_8,15.95659722,13
2018_11_30,treatment_2_bloc_7,15.95659722,13
2018_11_30,treatment_2_bloc_1,15.95659722,13
2018_11_30,treatment_2_bloc_6,15.95659722,13
2018_11_30,treatment_2_bloc_4,15.95659722,13
2018_11_30,treatment_3_bloc_9,15.95659722,13
2018_11_30,treatment_3_bloc_2,15.95659722,13
2018_11_30,treatment_3_bloc_3,15.95659722,13
2018_11_30,treatment_3_bloc_5,15.95659722,13
2018_11_30,treatment_3_bloc_8,15.95659722,13
2018_11_30,treatment_3_bloc_7,15.95659722,13
2018_11_30,treatment_3_bloc_1,15.95659722,13
2018_11_30,treatment_3_bloc_6,15.95659722,13
2018_11_30,treatment_3_bloc_4,15.95659722,13
2018_12_01,treatment_1_bloc_8,14.5,13
2018_12_01,treatment_1_bloc_2,14.5,13
2018_12_01,treatment_1_bloc_3,14.5,13
2018_12_01,treatment_1_bloc_5,14.5,13
2018_12_01,treatment_1_bloc_4,14.5,13
2018_12_01,treatment_1_bloc_7,14.5,13
2018_12_01,treatment_1_bloc_1,14.5,13
2018_12_01,treatment_1_bloc_6,14.5,13
2018_12_01,treatment_1_bloc_9,14.5,13
2018_12_01,treatment_2_bloc_8,14.5,13
2018_12_01,treatment_2_bloc_2,14.5,13
2018_12_01,treatment_2_bloc_3,14.5,13
2018_12_01,treatment_2_bloc_5,14.5,13
2018_12_01,treatment_2_bloc_4,14.5,13
2018_12_01,treatment_2_bloc_7,14.5,13
2018_12_01,treatment_2_bloc_1,14.5,13
2018_12_01,treatment_2_bloc_6,14.5,13
2018_12_01,treatment_2_bloc_9,14.5,13
2018_12_01,treatment_3_bloc_8,14.5,13
2018_12_01,treatment_3_bloc_2,14.5,13
2018_12_01,treatment_3_bloc_3,14.5,13
2018_12_01,treatment_3_bloc_5,14.5,13
2018_12_01,treatment_3_bloc_4,14.5,13
2018_12_01,treatment_3_bloc_7,14.5,13
2018_12_01,treatment_3_bloc_1,14.5,13
2018_12_01,treatment_3_bloc_6,14.5,13
2018_12_01,treatment_3_bloc_9,14.5,13
2018_12_02,treatment_1_bloc_4,15.21180556,13
2018_12_02,treatment_1_bloc_8,15.21180556,13
2018_12_02,treatment_1_bloc_2,15.21180556,13
2018_12_02,treatment_1_bloc_5,15.21180556,13
2018_12_02,treatment_1_bloc_9,15.21180556,13
2018_12_02,treatment_1_bloc_7,15.21180556,13
