date,site,mean_temperature,daylength
2019_01_31,treatment_2_bloc_6,5.010125231,8
2019_01_31,treatment_2_bloc_3,5.366305903,8
2019_01_31,treatment_2_bloc_1,5.09356412,8
2019_01_31,treatment_2_bloc_4,5.46941037,8
2019_01_31,treatment_3_bloc_7,5.555294213,8
2019_01_31,treatment_3_bloc_6,5.010125231,8
2019_01_31,treatment_3_bloc_8,5.466538889,8
2019_01_31,treatment_3_bloc_1,5.09356412,8
2019_01_31,treatment_3_bloc_5,5.233688657,8
2019_01_31,treatment_3_bloc_2,5.230507963,8
2019_01_31,treatment_3_bloc_4,5.46941037,8
2019_01_31,treatment_3_bloc_3,5.366305903,8
2019_01_31,treatment_3_bloc_9,4.744191505,8
2019_01_31,treatment_4_bloc_1,13.52604167,13
2019_01_31,treatment_4_bloc_6,13.52604167,13
2019_01_31,treatment_4_bloc_9,13.52604167,13
2019_01_31,treatment_4_bloc_5,13.52604167,13
2019_01_31,treatment_4_bloc_8,13.52604167,13
2019_01_31,treatment_4_bloc_4,13.52604167,13
2019_01_31,treatment_4_bloc_2,13.52604167,13
2019_01_31,treatment_4_bloc_3,13.52604167,13
2019_01_31,treatment_4_bloc_7,13.52604167,13
2019_02_01,treatment_1_bloc_7,5.52799831,8
2019_02_01,treatment_1_bloc_5,5.065235471,8
2019_02_01,treatment_1_bloc_4,5.386002339,8
2019_02_01,treatment_1_bloc_8,5.332648993,8
2019_02_01,treatment_1_bloc_1,4.981860037,8
2019_02_01,treatment_1_bloc_3,5.302479393,8
2019_02_01,treatment_1_bloc_2,5.050173304,8
2019_02_01,treatment_1_bloc_6,4.855598518,8
2019_02_01,treatment_1_bloc_9,4.488403195,8
2019_02_01,treatment_2_bloc_9,4.488403195,8
2019_02_01,treatment_2_bloc_8,5.332648993,8
2019_02_01,treatment_2_bloc_6,4.855598518,8
2019_02_01,treatment_2_bloc_7,5.52799831,8
2019_02_01,treatment_2_bloc_4,5.386002339,8
2019_02_01,treatment_2_bloc_3,5.302479393,8
2019_02_01,treatment_2_bloc_1,4.981860037,8
2019_02_01,treatment_2_bloc_2,5.050173304,8
2019_02_01,treatment_2_bloc_5,5.065235471,8
2019_02_01,treatment_3_bloc_4,5.386002339,8
2019_02_01,treatment_3_bloc_1,4.981860037,8
2019_02_01,treatment_3_bloc_3,5.302479393,8
2019_02_01,treatment_3_bloc_6,4.855598518,8
2019_02_01,treatment_3_bloc_7,5.52799831,8
2019_02_01,treatment_3_bloc_5,5.065235471,8
2019_02_01,treatment_3_bloc_2,5.050173304,8
2019_02_01,treatment_3_bloc_9,4.488403195,8
2019_02_01,treatment_3_bloc_8,5.332648993,8
2019_02_01,treatment_4_bloc_5,13.79166667,13
2019_02_01,treatment_4_bloc_1,13.79166667,13
2019_02_01,treatment_4_bloc_6,13.79166667,13
2019_02_01,treatment_4_bloc_2,13.79166667,13
2019_02_01,treatment_4_bloc_7,13.79166667,13
2019_02_01,treatment_4_bloc_8,13.79166667,13
2019_02_01,treatment_4_bloc_4,13.79166667,13
2019_02_01,treatment_4_bloc_9,13.79166667,13
2019_02_01,treatment_4_bloc_3,13.79166667,13
2019_02_02,treatment_1_bloc_4,5.356872407,8
2019_02_02,treatment_1_bloc_1,4.957150625,8
2019_02_02,treatment_1_bloc_9,4.437251667,8
2019_02_02,treatment_1_bloc_2,5.000443449,8
2019_02_02,treatment_1_bloc_8,5.287084491,8
2019_02_02,treatment_1_bloc_7,5.496461852,8
2019_02_02,treatment_1_bloc_3,5.257479583,8
2019_02_02,treatment_1_bloc_6,4.834804167,8
2019_02_02,treatment_1_bloc_5,5.033786574,8
2019_02_02,treatment_2_bloc_8,5.287084491,8
2019_02_02,treatment_2_bloc_6,4.834804167,8
2019_02_02,treatment_2_bloc_7,5.496461852,8
2019_02_02,treatment_2_bloc_4,5.356872407,8
2019_02_02,treatment_2_bloc_3,5.257479583,8
2019_02_02,treatment_2_bloc_1,4.957150625,8
2019_02_02,treatment_2_bloc_9,4.437251667,8
2019_02_02,treatment_2_bloc_2,5.000443449,8
2019_02_02,treatment_2_bloc_5,5.033786574,8
2019_02_02,treatment_3_bloc_2,5.000443449,8
2019_02_02,treatment_3_bloc_1,4.957150625,8
2019_02_02,treatment_3_bloc_8,5.287084491,8
2019_02_02,treatment_3_bloc_5,5.033786574,8
2019_02_02,treatment_3_bloc_3,5.257479583,8
2019_02_02,treatment_3_bloc_4,5.356872407,8
2019_02_02,treatment_3_bloc_7,5.496461852,8
2019_02_02,treatment_3_bloc_9,4.437251667,8
2019_02_02,treatment_3_bloc_6,4.834804167,8
2019_02_02,treatment_4_bloc_7,13.390625,13
2019_02_02,treatment_4_bloc_1,13.390625,13
2019_02_02,treatment_4_bloc_6,13.390625,13
2019_02_02,treatment_4_bloc_2,13.390625,13
2019_02_02,treatment_4_bloc_3,13.390625,13
2019_02_02,treatment_4_bloc_8,13.390625,13
2019_02_02,treatment_4_bloc_4,13.390625,13
2019_02_02,treatment_4_bloc_9,13.390625,13
2019_02_02,treatment_4_bloc_5,13.390625,13
2019_02_03,treatment_1_bloc_5,4.975979606,8
2019_02_03,treatment_1_bloc_7,5.448896524,8
2019_02_03,treatment_1_bloc_3,5.195384705,8
2019_02_03,treatment_1_bloc_4,5.304522178,8
2019_02_03,treatment_1_bloc_8,5.235226419,8
2019_02_03,treatment_1_bloc_1,4.907053812,8
2019_02_03,treatment_1_bloc_9,4.377474762,8
2019_02_03,treatment_1_bloc_2,4.946279676,8
2019_02_03,treatment_1_bloc_6,4.823469988,8
2019_02_03,treatment_2_bloc_1,4.907053812,8
2019_02_03,treatment_2_bloc_8,5.235226419,8
2019_02_03,treatment_2_bloc_9,4.377474762,8
2019_02_03,treatment_2_bloc_7,5.448896524,8
2019_02_03,treatment_2_bloc_6,4.823469988,8
2019_02_03,treatment_2_bloc_2,4.946279676,8
2019_02_03,treatment_2_bloc_4,5.304522178,8
2019_02_03,treatment_2_bloc_3,5.195384705,8
2019_02_03,treatment_2_bloc_5,4.975979606,8
2019_02_03,treatment_3_bloc_1,4.907053812,8
2019_02_03,treatment_3_bloc_7,5.448896524,8
2019_02_03,treatment_3_bloc_6,4.823469988,8
2019_02_03,treatment_3_bloc_8,5.235226419,8
2019_02_03,treatment_3_bloc_5,4.975979606,8
2019_02_03,treatment_3_bloc_9,4.377474762,8
2019_02_03,treatment_3_bloc_2,4.946279676,8
2019_02_03,treatment_3_bloc_4,5.304522178,8
2019_02_03,treatment_3_bloc_3,5.195384705,8
2019_02_03,treatment_4_bloc_6,16.88888889,13
2019_02_03,treatment_4_bloc_8,16.88888889,13
2019_02_03,treatment_4_bloc_1,16.88888889,13
2019_02_03,treatment_4_bloc_2,16.88888889,13
2019_02_03,treatment_4_bloc_7,16.88888889,13
2019_02_03,treatment_4_bloc_5,16.88888889,13
2019_02_03,treatment_4_bloc_9,16.88888889,13
2019_02_03,treatment_4_bloc_3,16.88888889,13
2019_02_03,treatment_4_bloc_4,16.88888889,13
2019_02_04,treatment_1_bloc_1,4.874222714,8
2019_02_04,treatment_1_bloc_8,5.26970595,8
2019_02_04,treatment_1_bloc_7,5.42326784,8
2019_02_04,treatment_1_bloc_9,4.388011021,8
2019_02_04,treatment_1_bloc_4,5.260987474,8
2019_02_04,treatment_1_bloc_6,4.831643899,8
2019_02_04,treatment_1_bloc_5,4.961236166,8
2019_02_04,treatment_1_bloc_3,5.149973744,8
2019_02_04,treatment_1_bloc_2,4.911438342,8
2019_02_04,treatment_2_bloc_9,4.388011021,8
2019_02_04,treatment_2_bloc_7,5.42326784,8
2019_02_04,treatment_2_bloc_6,4.831643899,8
2019_02_04,treatment_2_bloc_8,5.26970595,8
2019_02_04,treatment_2_bloc_5,4.961236166,8
2019_02_04,treatment_2_bloc_4,5.260987474,8
2019_02_04,treatment_2_bloc_3,5.149973744,8
2019_02_04,treatment_2_bloc_1,4.874222714,8
2019_02_04,treatment_2_bloc_2,4.911438342,8
2019_02_04,treatment_3_bloc_1,4.874222714,8
2019_02_04,treatment_3_bloc_5,4.961236166,8
2019_02_04,treatment_3_bloc_6,4.831643899,8
2019_02_04,treatment_3_bloc_4,5.260987474,8
2019_02_04,treatment_3_bloc_7,5.42326784,8
2019_02_04,treatment_3_bloc_3,5.149973744,8
2019_02_04,treatment_3_bloc_2,4.911438342,8
2019_02_04,treatment_3_bloc_8,5.26970595,8
2019_02_04,treatment_3_bloc_9,4.388011021,8
2019_02_04,treatment_4_bloc_6,12.89930556,13
2019_02_04,treatment_4_bloc_1,12.89930556,13
2019_02_04,treatment_4_bloc_8,12.89930556,13
2019_02_04,treatment_4_bloc_3,12.89930556,13
2019_02_04,treatment_4_bloc_5,12.89930556,13
2019_02_04,treatment_4_bloc_2,12.89930556,13
2019_02_04,treatment_4_bloc_7,12.89930556,13
2019_02_04,treatment_4_bloc_4,12.89930556,13
2019_02_04,treatment_4_bloc_9,12.89930556,13
2019_02_05,treatment_1_bloc_4,5.295232153,8
2019_02_05,treatment_1_bloc_8,5.280628009,8
2019_02_05,treatment_1_bloc_1,4.916938148,8
2019_02_05,treatment_1_bloc_7,5.456254769,8
2019_02_05,treatment_1_bloc_9,4.415167245,8
2019_02_05,treatment_1_bloc_2,4.950269005,8
2019_02_05,treatment_1_bloc_6,4.83945162,8
2019_02_05,treatment_1_bloc_5,4.996637731,8
2019_02_05,treatment_1_bloc_3,5.206580139,8
2019_02_05,treatment_2_bloc_8,5.280628009,8
2019_02_05,treatment_2_bloc_6,4.83945162,8
2019_02_05,treatment_2_bloc_9,4.415167245,8
2019_02_05,treatment_2_bloc_1,4.916938148,8
2019_02_05,treatment_2_bloc_5,4.996637731,8
2019_02_05,treatment_2_bloc_4,5.295232153,8
2019_02_05,treatment_2_bloc_7,5.456254769,8
2019_02_05,treatment_2_bloc_2,4.950269005,8
2019_02_05,treatment_2_bloc_3,5.206580139,8
2019_02_05,treatment_3_bloc_1,4.916938148,8
2019_02_05,treatment_3_bloc_8,5.280628009,8
2019_02_05,treatment_3_bloc_3,5.206580139,8
2019_02_05,treatment_3_bloc_6,4.83945162,8
2019_02_05,treatment_3_bloc_4,5.295232153,8
2019_02_05,treatment_3_bloc_5,4.996637731,8
2019_02_05,treatment_3_bloc_9,4.415167245,8
2019_02_05,treatment_3_bloc_2,4.950269005,8
2019_02_05,treatment_3_bloc_7,5.456254769,8
2019_02_05,treatment_4_bloc_1,13.83506944,13
2019_02_05,treatment_4_bloc_8,13.83506944,13
2019_02_05,treatment_4_bloc_7,13.83506944,13
2019_02_05,treatment_4_bloc_3,13.83506944,13
2019_02_05,treatment_4_bloc_6,13.83506944,13
2019_02_05,treatment_4_bloc_9,13.83506944,13
2019_02_05,treatment_4_bloc_5,13.83506944,13
2019_02_05,treatment_4_bloc_2,13.83506944,13
2019_02_05,treatment_4_bloc_4,13.83506944,13
2019_02_06,treatment_1_bloc_1,5.026460301,8
2019_02_06,treatment_1_bloc_7,5.52593544,8
2019_02_06,treatment_1_bloc_4,5.375749815,8
2019_02_06,treatment_1_bloc_3,5.293796528,8
2019_02_06,treatment_1_bloc_5,5.112555787,8
2019_02_06,treatment_1_bloc_2,5.066581505,8
2019_02_06,treatment_1_bloc_8,5.380858102,8
2019_02_06,treatment_1_bloc_9,4.505661227,8
2019_02_06,treatment_1_bloc_6,4.903421991,8
2019_02_06,treatment_2_bloc_8,5.380858102,8
2019_02_06,treatment_2_bloc_1,5.026460301,8
2019_02_06,treatment_2_bloc_5,5.112555787,8
2019_02_06,treatment_2_bloc_7,5.52593544,8
2019_02_06,treatment_2_bloc_6,4.903421991,8
2019_02_06,treatment_2_bloc_2,5.066581505,8
2019_02_06,treatment_2_bloc_9,4.505661227,8
2019_02_06,treatment_2_bloc_3,5.293796528,8
2019_02_06,treatment_2_bloc_4,5.375749815,8
2019_02_06,treatment_3_bloc_1,5.026460301,8
2019_02_06,treatment_3_bloc_7,5.52593544,8
2019_02_06,treatment_3_bloc_5,5.112555787,8
2019_02_06,treatment_3_bloc_6,4.903421991,8
2019_02_06,treatment_3_bloc_3,5.293796528,8
2019_02_06,treatment_3_bloc_8,5.380858102,8
2019_02_06,treatment_3_bloc_4,5.375749815,8
2019_02_06,treatment_3_bloc_2,5.066581505,8
2019_02_06,treatment_3_bloc_9,4.505661227,8
2019_02_06,treatment_4_bloc_6,14.98090278,13
2019_02_06,treatment_4_bloc_7,14.98090278,13
2019_02_06,treatment_4_bloc_8,14.98090278,13
2019_02_06,treatment_4_bloc_2,14.98090278,13
2019_02_06,treatment_4_bloc_3,14.98090278,13
2019_02_06,treatment_4_bloc_1,14.98090278,13
2019_02_06,treatment_4_bloc_4,14.98090278,13
2019_02_06,treatment_4_bloc_9,14.98090278,13
2019_02_06,treatment_4_bloc_5,14.98090278,13
2019_02_07,treatment_1_bloc_2,5.406930093,8
2019_02_07,treatment_1_bloc_4,5.580798819,8
2019_02_07,treatment_1_bloc_6,5.175693981,8
2019_02_07,treatment_1_bloc_1,5.257524468,8
2019_02_07,treatment_1_bloc_5,5.364605093,8
2019_02_07,treatment_1_bloc_7,5.625039676,8
2019_02_07,treatment_1_bloc_3,5.458041968,8
2019_02_07,treatment_1_bloc_9,4.871585602,8
2019_02_07,treatment_1_bloc_8,5.554566898,8
2019_02_07,treatment_2_bloc_7,5.625039676,8
2019_02_07,treatment_2_bloc_8,5.554566898,8
2019_02_07,treatment_2_bloc_9,4.871585602,8
2019_02_07,treatment_2_bloc_5,5.364605093,8
2019_02_07,treatment_2_bloc_6,5.175693981,8
2019_02_07,treatment_2_bloc_3,5.458041968,8
2019_02_07,treatment_2_bloc_1,5.257524468,8
2019_02_07,treatment_2_bloc_4,5.580798819,8
2019_02_07,treatment_2_bloc_2,5.406930093,8
2019_02_07,treatment_3_bloc_1,5.257524468,8
2019_02_07,treatment_3_bloc_6,5.175693981,8
2019_02_07,treatment_3_bloc_7,5.625039676,8
2019_02_07,treatment_3_bloc_4,5.580798819,8
2019_02_07,treatment_3_bloc_9,4.871585602,8
2019_02_07,treatment_3_bloc_8,5.554566898,8
2019_02_07,treatment_3_bloc_5,5.364605093,8
2019_02_07,treatment_3_bloc_3,5.458041968,8
2019_02_07,treatment_3_bloc_2,5.406930093,8
2019_02_07,treatment_4_bloc_1,16.61284722,13
2019_02_07,treatment_4_bloc_6,16.61284722,13
2019_02_07,treatment_4_bloc_2,16.61284722,13
2019_02_07,treatment_4_bloc_9,16.61284722,13
2019_02_07,treatment_4_bloc_3,16.61284722,13
2019_02_07,treatment_4_bloc_8,16.61284722,13
2019_02_07,treatment_4_bloc_4,16.61284722,13
2019_02_07,treatment_4_bloc_7,16.61284722,13
2019_02_07,treatment_4_bloc_5,16.61284722,13
2019_02_08,treatment_1_bloc_2,5.369184325,8
2019_02_08,treatment_1_bloc_1,5.396299375,8
2019_02_08,treatment_1_bloc_3,5.143527923,8
2019_02_08,treatment_1_bloc_9,4.761673605,8
2019_02_08,treatment_1_bloc_4,5.557359528,8
2019_02_08,treatment_1_bloc_6,5.143071544,8
2019_02_08,treatment_1_bloc_8,5.493837694,8
2019_02_08,treatment_1_bloc_5,5.25872401,8
2019_02_08,treatment_1_bloc_7,5.920907918,8
2019_02_08,treatment_2_bloc_9,4.761673605,8
2019_02_08,treatment_2_bloc_7,5.920907918,8
2019_02_08,treatment_2_bloc_2,5.369184325,8
2019_02_08,treatment_2_bloc_5,5.25872401,8
2019_02_08,treatment_2_bloc_4,5.557359528,8
2019_02_08,treatment_2_bloc_8,5.493837694,8
2019_02_08,treatment_2_bloc_1,5.396299375,8
2019_02_08,treatment_2_bloc_6,5.143071544,8
2019_02_08,treatment_2_bloc_3,5.143527923,8
2019_02_08,treatment_3_bloc_7,5.920907918,8
2019_02_08,treatment_3_bloc_5,5.25872401,8
2019_02_08,treatment_3_bloc_6,5.143071544,8
2019_02_08,treatment_3_bloc_4,5.557359528,8
2019_02_08,treatment_3_bloc_1,5.396299375,8
2019_02_08,treatment_3_bloc_9,4.761673605,8
2019_02_08,treatment_3_bloc_8,5.493837694,8
2019_02_08,treatment_3_bloc_3,5.143527923,8
2019_02_08,treatment_3_bloc_2,5.369184325,8
2019_02_08,treatment_4_bloc_8,14.20454545,13
2019_02_08,treatment_4_bloc_2,14.20454545,13
2019_02_08,treatment_4_bloc_3,14.20454545,13
2019_02_08,treatment_4_bloc_1,14.20454545,13
2019_02_08,treatment_4_bloc_7,14.20454545,13
2019_02_08,treatment_4_bloc_5,14.20454545,13
2019_02_08,treatment_4_bloc_6,14.20454545,13
2019_02_08,treatment_4_bloc_4,14.20454545,13
2019_02_08,treatment_4_bloc_9,14.20454545,13
2019_02_09,treatment_1_bloc_2,4.985509078,8
2019_02_09,treatment_1_bloc_8,5.176700324,8
2019_02_09,treatment_1_bloc_1,4.693352895,8
2019_02_09,treatment_1_bloc_9,4.453070866,8
2019_02_09,treatment_1_bloc_3,4.806392311,8
2019_02_09,treatment_1_bloc_6,4.890830245,8
2019_02_09,treatment_1_bloc_4,5.415691153,8
2019_02_09,treatment_1_bloc_7,5.645046619,8
2019_02_09,treatment_1_bloc_5,5.020524317,8
2019_02_09,treatment_2_bloc_6,4.890830245,8
2019_02_09,treatment_2_bloc_9,4.453070866,8
2019_02_09,treatment_2_bloc_8,5.176700324,8
2019_02_09,treatment_2_bloc_1,4.693352895,8
2019_02_09,treatment_2_bloc_5,5.020524317,8
2019_02_09,treatment_2_bloc_7,5.645046619,8
2019_02_09,treatment_2_bloc_4,5.415691153,8
2019_02_09,treatment_2_bloc_3,4.806392311,8
2019_02_09,treatment_2_bloc_2,4.985509078,8
2019_02_09,treatment_3_bloc_8,5.176700324,8
2019_02_09,treatment_3_bloc_1,4.693352895,8
2019_02_09,treatment_3_bloc_5,5.020524317,8
2019_02_09,treatment_3_bloc_4,5.415691153,8
2019_02_09,treatment_3_bloc_3,4.806392311,8
2019_02_09,treatment_3_bloc_7,5.645046619,8
2019_02_09,treatment_3_bloc_6,4.890830245,8
2019_02_09,treatment_3_bloc_2,4.985509078,8
2019_02_09,treatment_3_bloc_9,4.453070866,8
2019_02_10,treatment_1_bloc_8,5.183341672,8
2019_02_10,treatment_1_bloc_4,5.418461408,8
2019_02_10,treatment_1_bloc_2,4.982229372,8
2019_02_10,treatment_1_bloc_6,4.884987491,8
2019_02_10,treatment_1_bloc_5,5.019468381,8
2019_02_10,treatment_1_bloc_1,4.68953968,8
2019_02_10,treatment_1_bloc_3,4.803684225,8
2019_02_10,treatment_1_bloc_7,5.650196155,8
2019_02_10,treatment_1_bloc_9,4.462541232,8
2019_02_10,treatment_2_bloc_8,5.183341672,8
2019_02_10,treatment_2_bloc_6,4.884987491,8
2019_02_10,treatment_2_bloc_7,5.650196155,8
2019_02_10,treatment_2_bloc_3,4.803684225,8
2019_02_10,treatment_2_bloc_9,4.462541232,8
2019_02_10,treatment_2_bloc_4,5.418461408,8
2019_02_10,treatment_2_bloc_5,5.019468381,8
2019_02_10,treatment_2_bloc_2,4.982229372,8
2019_02_10,treatment_2_bloc_1,4.68953968,8
2019_02_10,treatment_3_bloc_1,4.68953968,8
2019_02_10,treatment_3_bloc_4,5.418461408,8
2019_02_10,treatment_3_bloc_7,5.650196155,8
2019_02_10,treatment_3_bloc_5,5.019468381,8
2019_02_10,treatment_3_bloc_6,4.884987491,8
2019_02_10,treatment_3_bloc_3,4.803684225,8
2019_02_10,treatment_3_bloc_8,5.183341672,8
2019_02_10,treatment_3_bloc_2,4.982229372,8
2019_02_10,treatment_3_bloc_9,4.462541232,8
2019_02_11,treatment_1_bloc_1,13.45868673,16
2019_02_11,treatment_1_bloc_3,13.81787613,16
2019_02_11,treatment_1_bloc_2,13.84810905,16
2019_02_11,treatment_1_bloc_6,14.3432188,16
2019_02_11,treatment_1_bloc_4,13.35068882,16
2019_02_11,treatment_1_bloc_8,14.28889257,16
2019_02_11,treatment_1_bloc_5,14.04607965,16
2019_02_11,treatment_1_bloc_7,13.90058046,16
2019_02_11,treatment_1_bloc_9,13.57589951,16
2019_02_11,treatment_2_bloc_7,12.84350699,8
2019_02_11,treatment_2_bloc_8,12.54486548,8
2019_02_11,treatment_2_bloc_9,11.37644246,8
2019_02_11,treatment_2_bloc_5,12.00337323,8
2019_02_11,treatment_2_bloc_6,12.32245751,8
2019_02_11,treatment_2_bloc_2,12.09056085,8
2019_02_11,treatment_2_bloc_4,12.51534214,8
2019_02_11,treatment_2_bloc_1,12.22962614,8
2019_02_11,treatment_2_bloc_3,12.25447492,8
2019_02_11,treatment_3_bloc_6,12.32245751,8
2019_02_11,treatment_3_bloc_1,12.22962614,8
2019_02_11,treatment_3_bloc_5,12.00337323,8
2019_02_11,treatment_3_bloc_9,11.37644246,8
2019_02_11,treatment_3_bloc_4,12.51534214,8
2019_02_11,treatment_3_bloc_7,12.84350699,8
2019_02_11,treatment_3_bloc_3,12.25447492,8
2019_02_11,treatment_3_bloc_8,12.54486548,8
2019_02_11,treatment_3_bloc_2,12.09056085,8
2019_02_11,treatment_4_bloc_1,13.45868673,13
2019_02_11,treatment_4_bloc_3,13.81787613,13
2019_02_11,treatment_4_bloc_2,13.84810905,13
2019_02_11,treatment_4_bloc_6,14.3432188,13
2019_02_11,treatment_4_bloc_4,13.35068882,13
2019_02_11,treatment_4_bloc_8,14.28889257,13
2019_02_11,treatment_4_bloc_5,14.04607965,13
2019_02_11,treatment_4_bloc_7,13.90058046,13
2019_02_11,treatment_4_bloc_9,13.57589951,13
2019_02_12,treatment_1_bloc_2,18.56505464,16
2019_02_12,treatment_1_bloc_1,18.26837486,16
2019_02_12,treatment_1_bloc_9,18.84692521,16
2019_02_12,treatment_1_bloc_6,19.24297291,16
2019_02_12,treatment_1_bloc_5,19.05552373,16
2019_02_12,treatment_1_bloc_4,18.27478676,16
2019_02_12,treatment_1_bloc_3,18.57226395,16
2019_02_12,treatment_1_bloc_7,19.37537601,16
2019_02_12,treatment_1_bloc_8,19.23845473,16
2019_02_12,treatment_2_bloc_9,17.034768,8
2019_02_12,treatment_2_bloc_1,17.61685344,8
2019_02_12,treatment_2_bloc_5,17.53235471,8
2019_02_12,treatment_2_bloc_8,18.29572355,8
2019_02_12,treatment_2_bloc_2,17.84481385,8
2019_02_12,treatment_2_bloc_7,18.54305719,8
2019_02_12,treatment_2_bloc_6,18.20487844,8
2019_02_12,treatment_2_bloc_4,18.08709609,8
2019_02_12,treatment_2_bloc_3,17.7272915,8
2019_02_12,treatment_3_bloc_1,17.61685344,8
2019_02_12,treatment_3_bloc_5,17.53235471,8
2019_02_12,treatment_3_bloc_8,18.29572355,8
2019_02_12,treatment_3_bloc_7,18.54305719,8
2019_02_12,treatment_3_bloc_4,18.08709609,8
2019_02_12,treatment_3_bloc_3,17.7272915,8
2019_02_12,treatment_3_bloc_6,18.20487844,8
2019_02_12,treatment_3_bloc_2,17.84481385,8
2019_02_12,treatment_3_bloc_9,17.034768,8
2019_02_12,treatment_4_bloc_2,18.56505464,13
2019_02_12,treatment_4_bloc_1,18.26837486,13
2019_02_12,treatment_4_bloc_9,18.84692521,13
2019_02_12,treatment_4_bloc_6,19.24297291,13
2019_02_12,treatment_4_bloc_5,19.05552373,13
2019_02_12,treatment_4_bloc_4,18.27478676,13
2019_02_12,treatment_4_bloc_3,18.57226395,13
2019_02_12,treatment_4_bloc_7,19.37537601,13
2019_02_12,treatment_4_bloc_8,19.23845473,13
2019_02_13,treatment_1_bloc_9,18.62370542,16
2019_02_13,treatment_1_bloc_8,19.01782376,16
2019_02_13,treatment_1_bloc_1,18.02040783,16
2019_02_13,treatment_1_bloc_6,18.93976887,16
2019_02_13,treatment_1_bloc_3,18.44003196,16
2019_02_13,treatment_1_bloc_4,18.33063131,16
2019_02_13,treatment_1_bloc_5,18.82663594,16
2019_02_13,treatment_1_bloc_7,19.27873275,16
2019_02_13,treatment_1_bloc_2,18.35722094,16
2019_02_13,treatment_2_bloc_8,18.29647522,8
2019_02_13,treatment_2_bloc_7,18.4500176,8
2019_02_13,treatment_2_bloc_6,18.04259843,8
2019_02_13,treatment_2_bloc_3,17.77909356,8
2019_02_13,treatment_2_bloc_5,17.46279991,8
2019_02_13,treatment_2_bloc_9,16.98446549,8
2019_02_13,treatment_2_bloc_1,17.58478161,8
2019_02_13,treatment_2_bloc_4,17.98486128,8
2019_02_13,treatment_2_bloc_2,18.03920241,8
2019_02_13,treatment_3_bloc_5,17.46279991,8
2019_02_13,treatment_3_bloc_7,18.4500176,8
2019_02_13,treatment_3_bloc_1,17.58478161,8
2019_02_13,treatment_3_bloc_3,17.77909356,8
2019_02_13,treatment_3_bloc_4,17.98486128,8
2019_02_13,treatment_3_bloc_8,18.29647522,8
2019_02_13,treatment_3_bloc_2,18.03920241,8
2019_02_13,treatment_3_bloc_6,18.04259843,8
2019_02_13,treatment_3_bloc_9,16.98446549,8
2019_02_13,treatment_4_bloc_9,18.62370542,13
2019_02_13,treatment_4_bloc_8,19.01782376,13
2019_02_13,treatment_4_bloc_1,18.02040783,13
2019_02_13,treatment_4_bloc_6,18.93976887,13
2019_02_13,treatment_4_bloc_3,18.44003196,13
2019_02_13,treatment_4_bloc_4,18.33063131,13
2019_02_13,treatment_4_bloc_5,18.82663594,13
2019_02_13,treatment_4_bloc_7,19.27873275,13
2019_02_13,treatment_4_bloc_2,18.35722094,13
2019_02_14,treatment_1_bloc_4,17.70904516,16
2019_02_14,treatment_1_bloc_9,18.00871005,16
2019_02_14,treatment_1_bloc_5,18.22952918,16
2019_02_14,treatment_1_bloc_1,17.4815271,16
2019_02_14,treatment_1_bloc_6,18.48636267,16
2019_02_14,treatment_1_bloc_7,18.67031867,16
2019_02_14,treatment_1_bloc_2,17.77756554,16
2019_02_14,treatment_1_bloc_8,18.42026378,16
2019_02_14,treatment_1_bloc_3,17.79278763,16
2019_02_14,treatment_2_bloc_8,18.08229041,8
2019_02_14,treatment_2_bloc_9,17.01382168,8
2019_02_14,treatment_2_bloc_7,18.45805141,8
2019_02_14,treatment_2_bloc_5,17.44219083,8
2019_02_14,treatment_2_bloc_4,17.94297591,8
2019_02_14,treatment_2_bloc_6,18.06305234,8
2019_02_14,treatment_2_bloc_2,17.62558268,8
2019_02_14,treatment_2_bloc_3,17.87653289,8
2019_02_14,treatment_2_bloc_1,17.79925868,8
2019_02_14,treatment_3_bloc_7,18.45805141,8
2019_02_14,treatment_3_bloc_8,18.08229041,8
2019_02_14,treatment_3_bloc_1,17.79925868,8
2019_02_14,treatment_3_bloc_2,17.62558268,8
2019_02_14,treatment_3_bloc_4,17.94297591,8
2019_02_14,treatment_3_bloc_6,18.06305234,8
2019_02_14,treatment_3_bloc_3,17.87653289,8
2019_02_14,treatment_3_bloc_5,17.44219083,8
2019_02_14,treatment_3_bloc_9,17.01382168,8
2019_02_14,treatment_4_bloc_4,17.70904516,13
2019_02_14,treatment_4_bloc_9,18.00871005,13
2019_02_14,treatment_4_bloc_5,18.22952918,13
2019_02_14,treatment_4_bloc_1,17.4815271,13
2019_02_14,treatment_4_bloc_6,18.48636267,13
2019_02_14,treatment_4_bloc_7,18.67031867,13
2019_02_14,treatment_4_bloc_2,17.77756554,13
2019_02_14,treatment_4_bloc_8,18.42026378,13
2019_02_14,treatment_4_bloc_3,17.79278763,13
2019_02_15,treatment_1_bloc_6,18.64573205,16
2019_02_15,treatment_1_bloc_5,18.40736475,16
2019_02_15,treatment_1_bloc_2,17.86241732,16
2019_02_15,treatment_1_bloc_9,18.11859426,16
2019_02_15,treatment_1_bloc_8,18.60119361,16
2019_02_15,treatment_1_bloc_3,17.87544673,16
2019_02_15,treatment_1_bloc_1,17.60942566,16
2019_02_15,treatment_1_bloc_7,18.64509704,16
2019_02_15,treatment_1_bloc_4,17.77814358,16
2019_02_15,treatment_2_bloc_2,17.950912,8
